,district,state,thelink,year
0,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,index.php?action=show_candidates&constituency_id=123,2014
1,AMALAPURAM,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=143,2014
2,ANAKAPALLE,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=22,2014
3,ANANTAPUR,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=155,2014
4,ARAKU,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=18,2014
5,BAPATLA,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=151,2014
6,CHITTOOR,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=161,2014
7,ELURU,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=146,2014
8,GUNTUR,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=149,2014
9,HINDUPUR,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=156,2014
10,KADAPA,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=157,2014
11,KAKINADA,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=142,2014
12,KURNOOL,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=154,2014
13,MACHILIPATNAM,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=147,2014
14,NANDYAL,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=153,2014
15,NARASARAOPET,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=150,2014
16,NARSAPURAM,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=145,2014
17,NELLORE,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=158,2014
18,ONGOLE,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=152,2014
19,RAJAHMUNDRY,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=144,2014
20,RAJAMPET,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=160,2014
21,SRIKAKULAM,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=19,2014
22,TIRUPATI,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=159,2014
23,VIJAYAWADA,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=148,2014
24,VISAKHAPATNAM,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=21,2014
25,VIZIANAGARAM,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=20,2014
26,ARUNACHAL EAST,ARUNACHAL PRADESH,index.php?action=show_candidates&constituency_id=24,2014
27,ARUNACHAL WEST,ARUNACHAL PRADESH,index.php?action=show_candidates&constituency_id=23,2014
28,AUTONOMOUS DISTRICT,ASSAM,index.php?action=show_candidates&constituency_id=27,2014
29,BARPETA,ASSAM,index.php?action=show_candidates&constituency_id=164,2014
30,DHUBRI,ASSAM,index.php?action=show_candidates&constituency_id=162,2014
31,DIBRUGARH,ASSAM,index.php?action=show_candidates&constituency_id=171,2014
32,GAUHATI,ASSAM,index.php?action=show_candidates&constituency_id=165,2014
33,JORHAT,ASSAM,index.php?action=show_candidates&constituency_id=170,2014
34,KALIABOR,ASSAM,index.php?action=show_candidates&constituency_id=169,2014
35,KARIMGANJ,ASSAM,index.php?action=show_candidates&constituency_id=25,2014
36,KOKRAJHAR,ASSAM,index.php?action=show_candidates&constituency_id=163,2014
37,LAKHIMPUR,ASSAM,index.php?action=show_candidates&constituency_id=172,2014
38,MANGALDOI,ASSAM,index.php?action=show_candidates&constituency_id=166,2014
39,NOWGONG,ASSAM,index.php?action=show_candidates&constituency_id=168,2014
40,SILCHAR,ASSAM,index.php?action=show_candidates&constituency_id=26,2014
41,TEZPUR,ASSAM,index.php?action=show_candidates&constituency_id=167,2014
42,ARARIA,BIHAR,index.php?action=show_candidates&constituency_id=304,2014
43,ARRAH,BIHAR,index.php?action=show_candidates&constituency_id=32,2014
44,AURANGABAD,BIHAR,index.php?action=show_candidates&constituency_id=37,2014
45,BANKA,BIHAR,index.php?action=show_candidates&constituency_id=312,2014
46,BEGUSARAI,BIHAR,index.php?action=show_candidates&constituency_id=309,2014
47,BHAGALPUR,BIHAR,index.php?action=show_candidates&constituency_id=311,2014
48,BUXAR,BIHAR,index.php?action=show_candidates&constituency_id=33,2014
49,DARBHANGA,BIHAR,index.php?action=show_candidates&constituency_id=180,2014
50,GAYA,BIHAR,index.php?action=show_candidates&constituency_id=38,2014
51,GOPALGANJ,BIHAR,index.php?action=show_candidates&constituency_id=28,2014
52,HAJIPUR,BIHAR,index.php?action=show_candidates&constituency_id=183,2014
53,JAHANABAD,BIHAR,index.php?action=show_candidates&constituency_id=36,2014
54,JAMUI,BIHAR,index.php?action=show_candidates&constituency_id=40,2014
55,JHANJHARPUR,BIHAR,index.php?action=show_candidates&constituency_id=179,2014
56,KARAKAT,BIHAR,index.php?action=show_candidates&constituency_id=35,2014
57,KATIHAR,BIHAR,index.php?action=show_candidates&constituency_id=306,2014
58,KHAGARIA,BIHAR,index.php?action=show_candidates&constituency_id=310,2014
59,KISHANGANJ,BIHAR,index.php?action=show_candidates&constituency_id=305,2014
60,MADHEPURA,BIHAR,index.php?action=show_candidates&constituency_id=308,2014
61,MADHUBANI,BIHAR,index.php?action=show_candidates&constituency_id=178,2014
62,MAHARAJGANJ,BIHAR,index.php?action=show_candidates&constituency_id=30,2014
63,MUNGER,BIHAR,index.php?action=show_candidates&constituency_id=313,2014
64,MUZAFFARPUR,BIHAR,index.php?action=show_candidates&constituency_id=181,2014
65,NALANDA,BIHAR,index.php?action=show_candidates&constituency_id=373,2014
66,NAWADA,BIHAR,index.php?action=show_candidates&constituency_id=39,2014
67,PASCHIM CHAMPARAN,BIHAR,index.php?action=show_candidates&constituency_id=174,2014
68,PATALIPUTRA,BIHAR,index.php?action=show_candidates&constituency_id=375,2014
69,PATNA SAHIB,BIHAR,index.php?action=show_candidates&constituency_id=374,2014
70,PURNIA,BIHAR,index.php?action=show_candidates&constituency_id=307,2014
71,PURVI CHAMPARAN,BIHAR,index.php?action=show_candidates&constituency_id=175,2014
72,SAMASTIPUR,BIHAR,index.php?action=show_candidates&constituency_id=185,2014
73,SARAN,BIHAR,index.php?action=show_candidates&constituency_id=31,2014
74,SASARAM,BIHAR,index.php?action=show_candidates&constituency_id=34,2014
75,SHEOHAR,BIHAR,index.php?action=show_candidates&constituency_id=176,2014
76,SITAMARHI,BIHAR,index.php?action=show_candidates&constituency_id=177,2014
77,SIWAN,BIHAR,index.php?action=show_candidates&constituency_id=29,2014
78,SUPAUL,BIHAR,index.php?action=show_candidates&constituency_id=303,2014
79,UJIARPUR,BIHAR,index.php?action=show_candidates&constituency_id=184,2014
80,VAISHALI,BIHAR,index.php?action=show_candidates&constituency_id=182,2014
81,VALMIKI NAGAR,BIHAR,index.php?action=show_candidates&constituency_id=173,2014
82,CHANDIGARH,CHANDIGARH,index.php?action=show_candidates&constituency_id=542,2014
83,BASTAR,CHHATTISGARH,index.php?action=show_candidates&constituency_id=115,2014
84,BILASPUR,CHHATTISGARH,index.php?action=show_candidates&constituency_id=110,2014
85,DURG,CHHATTISGARH,index.php?action=show_candidates&constituency_id=112,2014
86,JANJGIR-CHAMPA,CHHATTISGARH,index.php?action=show_candidates&constituency_id=108,2014
87,KANKER,CHHATTISGARH,index.php?action=show_candidates&constituency_id=116,2014
88,KORBA,CHHATTISGARH,index.php?action=show_candidates&constituency_id=109,2014
89,MAHASAMUND,CHHATTISGARH,index.php?action=show_candidates&constituency_id=114,2014
90,RAIGARH,CHHATTISGARH,index.php?action=show_candidates&constituency_id=107,2014
91,RAIPUR,CHHATTISGARH,index.php?action=show_candidates&constituency_id=113,2014
92,RAJNANDGAON,CHHATTISGARH,index.php?action=show_candidates&constituency_id=111,2014
93,SURGUJA,CHHATTISGARH,index.php?action=show_candidates&constituency_id=106,2014
94,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,index.php?action=show_candidates&constituency_id=371,2014
95,DAMAN & DIU,DAMAN & DIU,index.php?action=show_candidates&constituency_id=372,2014
96,NORTH GOA,GOA,index.php?action=show_candidates&constituency_id=186,2014
97,SOUTH GOA,GOA,index.php?action=show_candidates&constituency_id=187,2014
98,AHMEDABAD EAST,GUJARAT,index.php?action=show_candidates&constituency_id=272,2014
99,AHMEDABAD WEST,GUJARAT,index.php?action=show_candidates&constituency_id=273,2014
100,AMRELI,GUJARAT,index.php?action=show_candidates&constituency_id=279,2014
101,ANAND,GUJARAT,index.php?action=show_candidates&constituency_id=281,2014
102,BANASKANTHA,GUJARAT,index.php?action=show_candidates&constituency_id=267,2014
103,BARDOLI,GUJARAT,index.php?action=show_candidates&constituency_id=288,2014
104,BHARUCH,GUJARAT,index.php?action=show_candidates&constituency_id=287,2014
105,BHAVNAGAR,GUJARAT,index.php?action=show_candidates&constituency_id=280,2014
106,CHHOTA UDAIPUR,GUJARAT,index.php?action=show_candidates&constituency_id=286,2014
107,DAHOD,GUJARAT,index.php?action=show_candidates&constituency_id=284,2014
108,GANDHINAGAR,GUJARAT,index.php?action=show_candidates&constituency_id=271,2014
109,JAMNAGAR,GUJARAT,index.php?action=show_candidates&constituency_id=277,2014
110,JUNAGADH,GUJARAT,index.php?action=show_candidates&constituency_id=278,2014
111,KACHCHH,GUJARAT,index.php?action=show_candidates&constituency_id=266,2014
112,KHEDA,GUJARAT,index.php?action=show_candidates&constituency_id=282,2014
113,MAHESANA,GUJARAT,index.php?action=show_candidates&constituency_id=269,2014
114,NAVSARI,GUJARAT,index.php?action=show_candidates&constituency_id=290,2014
115,PANCHMAHAL,GUJARAT,index.php?action=show_candidates&constituency_id=283,2014
116,PATAN,GUJARAT,index.php?action=show_candidates&constituency_id=268,2014
117,PORBANDAR,GUJARAT,index.php?action=show_candidates&constituency_id=276,2014
118,RAJKOT,GUJARAT,index.php?action=show_candidates&constituency_id=275,2014
119,SABARKANTHA,GUJARAT,index.php?action=show_candidates&constituency_id=270,2014
120,SURAT,GUJARAT,index.php?action=show_candidates&constituency_id=289,2014
121,SURENDRANAGAR,GUJARAT,index.php?action=show_candidates&constituency_id=274,2014
122,VADODARA VADODARA  : BYE ELECTION ON 13-09-2014,GUJARAT,index.php?action=show_candidates&constituency_id=285,2014
123,VALSAD,GUJARAT,index.php?action=show_candidates&constituency_id=291,2014
124,AMBALA,HARYANA,index.php?action=show_candidates&constituency_id=376,2014
125,BHIWANI-MAHENDRAGARH,HARYANA,index.php?action=show_candidates&constituency_id=383,2014
126,FARIDABAD,HARYANA,index.php?action=show_candidates&constituency_id=385,2014
127,GURGAON,HARYANA,index.php?action=show_candidates&constituency_id=384,2014
128,HISAR,HARYANA,index.php?action=show_candidates&constituency_id=379,2014
129,KARNAL,HARYANA,index.php?action=show_candidates&constituency_id=380,2014
130,KURUKSHETRA,HARYANA,index.php?action=show_candidates&constituency_id=377,2014
131,ROHTAK,HARYANA,index.php?action=show_candidates&constituency_id=382,2014
132,SIRSA,HARYANA,index.php?action=show_candidates&constituency_id=378,2014
133,SONIPAT,HARYANA,index.php?action=show_candidates&constituency_id=381,2014
134,HAMIRPUR,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=460,2014
135,KANGRA,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=458,2014
136,MANDI,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=459,2014
137,SHIMLA,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=461,2014
138,ANANTNAG,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=314,2014
139,BARAMULLA,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=462,2014
140,JAMMU,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=41,2014
141,LADAKH,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=463,2014
142,SRINAGAR,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=386,2014
143,UDHAMPUR,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=188,2014
144,CHATRA,JHARKHAND,index.php?action=show_candidates&constituency_id=117,2014
145,DHANBAD,JHARKHAND,index.php?action=show_candidates&constituency_id=261,2014
146,DUMKA,JHARKHAND,index.php?action=show_candidates&constituency_id=258,2014
147,GIRIDIH,JHARKHAND,index.php?action=show_candidates&constituency_id=260,2014
148,GODDA,JHARKHAND,index.php?action=show_candidates&constituency_id=259,2014
149,HAZARIBAGH,JHARKHAND,index.php?action=show_candidates&constituency_id=122,2014
150,JAMSHEDPUR,JHARKHAND,index.php?action=show_candidates&constituency_id=263,2014
151,KHUNTI,JHARKHAND,index.php?action=show_candidates&constituency_id=119,2014
152,KODARMA,JHARKHAND,index.php?action=show_candidates&constituency_id=118,2014
153,LOHARDAGA,JHARKHAND,index.php?action=show_candidates&constituency_id=120,2014
154,PALAMAU,JHARKHAND,index.php?action=show_candidates&constituency_id=121,2014
155,RAJMAHAL,JHARKHAND,index.php?action=show_candidates&constituency_id=257,2014
156,RANCHI,JHARKHAND,index.php?action=show_candidates&constituency_id=262,2014
157,SINGHBHUM,JHARKHAND,index.php?action=show_candidates&constituency_id=264,2014
158,BAGALKOT,KARNATAKA,index.php?action=show_candidates&constituency_id=292,2014
159,BANGALORE CENTRAL,KARNATAKA,index.php?action=show_candidates&constituency_id=138,2014
160,BANGALORE NORTH,KARNATAKA,index.php?action=show_candidates&constituency_id=137,2014
161,BANGALORE RURAL,KARNATAKA,index.php?action=show_candidates&constituency_id=136,2014
162,BANGALORE SOUTH,KARNATAKA,index.php?action=show_candidates&constituency_id=139,2014
163,BELGAUM,KARNATAKA,index.php?action=show_candidates&constituency_id=126,2014
164,BELLARY,KARNATAKA,index.php?action=show_candidates&constituency_id=132,2014
165,BIDAR,KARNATAKA,index.php?action=show_candidates&constituency_id=130,2014
166,BIJAPUR,KARNATAKA,index.php?action=show_candidates&constituency_id=127,2014
167,CHAMARAJANAGAR,KARNATAKA,index.php?action=show_candidates&constituency_id=302,2014
168,CHIKKBALLAPUR,KARNATAKA,index.php?action=show_candidates&constituency_id=140,2014
169,CHIKKODI,KARNATAKA,index.php?action=show_candidates&constituency_id=125,2014
170,CHITRADURGA,KARNATAKA,index.php?action=show_candidates&constituency_id=134,2014
171,DAKSHINA KANNADA,KARNATAKA,index.php?action=show_candidates&constituency_id=299,2014
172,DAVANAGERE,KARNATAKA,index.php?action=show_candidates&constituency_id=295,2014
173,DHARWAD,KARNATAKA,index.php?action=show_candidates&constituency_id=294,2014
174,GULBARGA,KARNATAKA,index.php?action=show_candidates&constituency_id=128,2014
175,HASSAN,KARNATAKA,index.php?action=show_candidates&constituency_id=298,2014
176,HAVERI,KARNATAKA,index.php?action=show_candidates&constituency_id=293,2014
177,KOLAR,KARNATAKA,index.php?action=show_candidates&constituency_id=141,2014
178,KOPPAL,KARNATAKA,index.php?action=show_candidates&constituency_id=131,2014
179,MANDYA,KARNATAKA,index.php?action=show_candidates&constituency_id=300,2014
180,MYSORE,KARNATAKA,index.php?action=show_candidates&constituency_id=301,2014
181,RAICHUR,KARNATAKA,index.php?action=show_candidates&constituency_id=129,2014
182,SHIMOGA,KARNATAKA,index.php?action=show_candidates&constituency_id=296,2014
183,TUMKUR,KARNATAKA,index.php?action=show_candidates&constituency_id=135,2014
184,UDUPI CHIKMAGALUR,KARNATAKA,index.php?action=show_candidates&constituency_id=297,2014
185,UTTARA KANNADA,KARNATAKA,index.php?action=show_candidates&constituency_id=133,2014
186,ALAPPUZHA,KERALA,index.php?action=show_candidates&constituency_id=56,2014
187,ALATHUR,KERALA,index.php?action=show_candidates&constituency_id=50,2014
188,ATTINGAL,KERALA,index.php?action=show_candidates&constituency_id=60,2014
189,CHALAKUDY,KERALA,index.php?action=show_candidates&constituency_id=52,2014
190,ERNAKULAM,KERALA,index.php?action=show_candidates&constituency_id=53,2014
191,IDUKKI,KERALA,index.php?action=show_candidates&constituency_id=54,2014
192,KANNUR,KERALA,index.php?action=show_candidates&constituency_id=43,2014
193,KASARAGOD,KERALA,index.php?action=show_candidates&constituency_id=42,2014
194,KOLLAM,KERALA,index.php?action=show_candidates&constituency_id=59,2014
195,KOTTAYAM,KERALA,index.php?action=show_candidates&constituency_id=55,2014
196,KOZHIKODE,KERALA,index.php?action=show_candidates&constituency_id=46,2014
197,MALAPPURAM,KERALA,index.php?action=show_candidates&constituency_id=47,2014
198,MAVELIKKARA,KERALA,index.php?action=show_candidates&constituency_id=57,2014
199,PALAKKAD,KERALA,index.php?action=show_candidates&constituency_id=49,2014
200,PATHANAMTHITTA,KERALA,index.php?action=show_candidates&constituency_id=58,2014
201,PONNANI,KERALA,index.php?action=show_candidates&constituency_id=48,2014
202,THIRUVANANTHAPURAM,KERALA,index.php?action=show_candidates&constituency_id=61,2014
203,THRISSUR,KERALA,index.php?action=show_candidates&constituency_id=51,2014
204,VADAKARA,KERALA,index.php?action=show_candidates&constituency_id=44,2014
205,WAYANAD,KERALA,index.php?action=show_candidates&constituency_id=45,2014
206,LAKSHADWEEP,LAKSHADWEEP,index.php?action=show_candidates&constituency_id=124,2014
207,BALAGHAT,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=196,2014
208,BETUL,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=201,2014
209,BHIND,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=316,2014
210,BHOPAL,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=200,2014
211,CHHINDWARA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=197,2014
212,DAMOH,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=321,2014
213,DEWAS,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=323,2014
214,DHAR,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=327,2014
215,GUNA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=318,2014
216,GWALIOR,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=317,2014
217,HOSHANGABAD,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=198,2014
218,INDORE,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=328,2014
219,JABALPUR,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=194,2014
220,KHAJURAHO,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=189,2014
221,KHANDWA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=330,2014
222,KHARGONE,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=329,2014
223,MANDLA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=195,2014
224,MANDSOUR,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=325,2014
225,MORENA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=315,2014
226,RAJGARH,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=322,2014
227,RATLAM,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=326,2014
228,RATLAM : BYE ELECTION ON 21-11-2015,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=551,2014
229,REWA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=191,2014
230,SAGAR,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=319,2014
231,SATNA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=190,2014
232,SHAHDOL,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=193,2014
233,SIDHI,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=192,2014
234,TIKAMGARH,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=320,2014
235,UJJAIN,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=324,2014
236,VIDISHA,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=199,2014
237,AHMEDNAGAR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=215,2014
238,AKOLA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=63,2014
239,AMRAVATI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=64,2014
240,AURANGABAD,MAHARASHTRA,index.php?action=show_candidates&constituency_id=207,2014
241,BARAMATI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=213,2014
242,BEED BEED : BYE ELECTION ON 15-10-2014,MAHARASHTRA,index.php?action=show_candidates&constituency_id=217,2014
243,BHANDARA-GONDIYA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=68,2014
244,BHIWANDI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=332,2014
245,BULDHANA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=62,2014
246,CHANDRAPUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=70,2014
247,DHULE,MAHARASHTRA,index.php?action=show_candidates&constituency_id=203,2014
248,DINDORI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=208,2014
249,GADCHIROLI-CHIMUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=69,2014
250,HATKANANGLE,MAHARASHTRA,index.php?action=show_candidates&constituency_id=226,2014
251,HINGOLI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=72,2014
252,JALGAON,MAHARASHTRA,index.php?action=show_candidates&constituency_id=204,2014
253,JALNA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=206,2014
254,KALYAN,MAHARASHTRA,index.php?action=show_candidates&constituency_id=333,2014
255,KOLHAPUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=225,2014
256,LATUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=219,2014
257,MADHA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=221,2014
258,MAVAL,MAHARASHTRA,index.php?action=show_candidates&constituency_id=211,2014
259,MUMBAI NORTH,MAHARASHTRA,index.php?action=show_candidates&constituency_id=335,2014
260,MUMBAI NORTH CENTRAL,MAHARASHTRA,index.php?action=show_candidates&constituency_id=338,2014
261,MUMBAI NORTH EAST,MAHARASHTRA,index.php?action=show_candidates&constituency_id=337,2014
262,MUMBAI NORTH WEST,MAHARASHTRA,index.php?action=show_candidates&constituency_id=336,2014
263,MUMBAI SOUTH,MAHARASHTRA,index.php?action=show_candidates&constituency_id=340,2014
264,MUMBAI SOUTH CENTRAL,MAHARASHTRA,index.php?action=show_candidates&constituency_id=339,2014
265,NAGPUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=67,2014
266,NANDED,MAHARASHTRA,index.php?action=show_candidates&constituency_id=73,2014
267,NANDURBAR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=202,2014
268,NASHIK,MAHARASHTRA,index.php?action=show_candidates&constituency_id=209,2014
269,OSMANABAD,MAHARASHTRA,index.php?action=show_candidates&constituency_id=218,2014
270,PALGHAR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=331,2014
271,PARBHANI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=74,2014
272,PUNE,MAHARASHTRA,index.php?action=show_candidates&constituency_id=212,2014
273,RAIGAD,MAHARASHTRA,index.php?action=show_candidates&constituency_id=210,2014
274,RAMTEK,MAHARASHTRA,index.php?action=show_candidates&constituency_id=66,2014
275,RATNAGIRI SINDHUDURG,MAHARASHTRA,index.php?action=show_candidates&constituency_id=224,2014
276,RAVER,MAHARASHTRA,index.php?action=show_candidates&constituency_id=205,2014
277,SANGLI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=222,2014
278,SATARA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=223,2014
279,SHIRDI,MAHARASHTRA,index.php?action=show_candidates&constituency_id=216,2014
280,SHIRUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=214,2014
281,SOLAPUR,MAHARASHTRA,index.php?action=show_candidates&constituency_id=220,2014
282,THANE,MAHARASHTRA,index.php?action=show_candidates&constituency_id=334,2014
283,WARDHA,MAHARASHTRA,index.php?action=show_candidates&constituency_id=65,2014
284,YAVATMAL-WASHIM,MAHARASHTRA,index.php?action=show_candidates&constituency_id=71,2014
285,INNER MANIPUR,MANIPUR,index.php?action=show_candidates&constituency_id=265,2014
286,OUTER MANIPUR,MANIPUR,index.php?action=show_candidates&constituency_id=75,2014
287,SHILLONG,MEGHALAYA,index.php?action=show_candidates&constituency_id=76,2014
288,TURA,MEGHALAYA,index.php?action=show_candidates&constituency_id=77,2014
289,MIZORAM,MIZORAM,index.php?action=show_candidates&constituency_id=78,2014
290,NAGALAND,NAGALAND,index.php?action=show_candidates&constituency_id=79,2014
291,CHANDNI CHOWK,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=451,2014
292,EAST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=453,2014
293,NEW DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=454,2014
294,NORTH EAST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=452,2014
295,NORTH WEST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=455,2014
296,SOUTH DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=457,2014
297,WEST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,index.php?action=show_candidates&constituency_id=456,2014
298,ASKA,ORISSA,index.php?action=show_candidates&constituency_id=87,2014
299,BALASORE,ORISSA,index.php?action=show_candidates&constituency_id=229,2014
300,BARGARH,ORISSA,index.php?action=show_candidates&constituency_id=80,2014
301,BERHAMPUR,ORISSA,index.php?action=show_candidates&constituency_id=88,2014
302,BHADRAK,ORISSA,index.php?action=show_candidates&constituency_id=230,2014
303,BHUBANESWAR,ORISSA,index.php?action=show_candidates&constituency_id=237,2014
304,BOLANGIR,ORISSA,index.php?action=show_candidates&constituency_id=83,2014
305,CUTTACK,ORISSA,index.php?action=show_candidates&constituency_id=233,2014
306,DHENKANAL,ORISSA,index.php?action=show_candidates&constituency_id=232,2014
307,JAGATSINGHPUR,ORISSA,index.php?action=show_candidates&constituency_id=235,2014
308,JAJPUR,ORISSA,index.php?action=show_candidates&constituency_id=231,2014
309,KALAHANDI,ORISSA,index.php?action=show_candidates&constituency_id=84,2014
310,KANDHAMAL KANDHAMAL : BYE ELECTION ON 15-10-2014,ORISSA,index.php?action=show_candidates&constituency_id=86,2014
311,KENDRAPARA,ORISSA,index.php?action=show_candidates&constituency_id=234,2014
312,KEONJHAR,ORISSA,index.php?action=show_candidates&constituency_id=227,2014
313,KORAPUT,ORISSA,index.php?action=show_candidates&constituency_id=89,2014
314,MAYURBHANJ,ORISSA,index.php?action=show_candidates&constituency_id=228,2014
315,NABARANGPUR,ORISSA,index.php?action=show_candidates&constituency_id=85,2014
316,PURI,ORISSA,index.php?action=show_candidates&constituency_id=236,2014
317,SAMBALPUR,ORISSA,index.php?action=show_candidates&constituency_id=82,2014
318,SUNDARGARH,ORISSA,index.php?action=show_candidates&constituency_id=81,2014
319,PONDICHERRY,PUDUCHERRY,index.php?action=show_candidates&constituency_id=543,2014
320,AMRITSAR,PUNJAB,index.php?action=show_candidates&constituency_id=465,2014
321,ANANDPUR SAHIB,PUNJAB,index.php?action=show_candidates&constituency_id=469,2014
322,BATHINDA,PUNJAB,index.php?action=show_candidates&constituency_id=388,2014
323,FARIDKOT,PUNJAB,index.php?action=show_candidates&constituency_id=472,2014
324,FATEHGARH SAHIB,PUNJAB,index.php?action=show_candidates&constituency_id=471,2014
325,FIROZPUR,PUNJAB,index.php?action=show_candidates&constituency_id=387,2014
326,GURDASPUR,PUNJAB,index.php?action=show_candidates&constituency_id=464,2014
327,HOSHIARPUR,PUNJAB,index.php?action=show_candidates&constituency_id=468,2014
328,JALANDHAR,PUNJAB,index.php?action=show_candidates&constituency_id=467,2014
329,KHADOOR SAHIB,PUNJAB,index.php?action=show_candidates&constituency_id=466,2014
330,LUDHIANA,PUNJAB,index.php?action=show_candidates&constituency_id=470,2014
