,age,CrimCases,Educ,Gender,ipclist,immov_total,mov_total,Name,nr_cases,pan,party,serious_cases,total_assets,total_liab,cons_id,consistuency,district,election,cand_id,cand_link,win,assets_old1,increase,name2,new_id,old_id,pct_change,elec_link,elec_link_old,assets_old2,liab_old2,year_prev_elect,win_prev_elect,tot_wins,incumbent,Cogniz,Convict,Framed,bonds,cash,accounts,jewels,insurance,vehicles,postal,other_mov,agri,commercial,nonagri,others,resid,Educ_clean,state
35986,38.0,True,Post Graduate,M,"[u'Attempt to murder(307)', u' voluntarily causing grievous hurt(325)', u' robbery(392)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Disobedience to order duly promulgated by public servant(188)', u' voluntarily causing hurt(323)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u' wrongful Confinement(342)', u' assault or criminal force otherwise than on grave provocation(352)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Intentional insult with intent to provoke breach of the peace(504)', u' criminal intimidation(506)']",15202000,2734180,Mohd. Tahir  Khan,6.0,Y,BSP,4.0,17936180,211717,188,Sultanpur,Sultanpur,up2012,829,http://myneta.info/up2012/candidate.php?candidate_id=829,False,,,,,,,http://myneta.info/up2012/candidate.php?candidate_id=829,http://myneta.info/ls2009/candidate.php?candidate_id=3854,10839346.0,464965.0,2009.0,0.0,0.0,False,6.0,,,,100000.0,21034.0,2330000.0,118146.0,,,865000.0,2565000.0,,2565000.0,,8500000.0,Post_Grad,UttarPradesh
35995,45.0,True,Post Graduate,F,"[u'Danger or obstruction in public way or line of navigation(283)', u' wrongful restraint(341)', u' wrongful Confinement(342)']",4970800,9095529,Arti Bajpai ,1.0,Y,IND,0.0,14066329,1338708,162,Bangermau,Unnao,up2012,4986,http://myneta.info/up2012/candidate.php?candidate_id=4986,False,,,,,,,http://myneta.info/up2012/candidate.php?candidate_id=4986,http://myneta.info/up2007/candidate.php?candidate_id=990,7381860.0,269788.0,2007.0,0.0,0.0,False,1.0,,,35000.0,100000.0,1622718.0,850811.0,987000.0,,,5400000.0,200000.0,,3000000.0,,5500000.0,Post_Grad,UttarPradesh
36001,53.0,False,Graduate,M,[],9000000,2702000,Mo. Irshad Khan,0.0,Y,BSP,0.0,11702000,1000000,162,Bangermau,Unnao,up2012,1038,http://myneta.info/up2012/candidate.php?candidate_id=1038,False,3014806.0,8687194.0,Mo. Irshad Khan,1038.0,175.0,288.0,http://myneta.info/up2012/candidate.php?candidate_id=1038,http://myneta.info/up2007/candidate.php?candidate_id=175,3014806.0,242070.0,2007.0,1.0,1.0,True,,,,,75000.0,604000.0,1500000.0,,,,453000.0,7000000.0,,,,2000000.0,Grad,UttarPradesh
36003,69.0,False,10th Pass,M,[],5000000,853284,Ram Shankar Pal,0.0,Y,BJP,0.0,5853284,0,162,Bangermau,Unnao,up2012,1039,http://myneta.info/up2012/candidate.php?candidate_id=1039,False,,,,,,,http://myneta.info/up2012/candidate.php?candidate_id=1039,http://myneta.info/up2007/candidate.php?candidate_id=150,3888389.0,0.0,2007.0,0.0,0.0,False,,,,,150000.0,338284.0,,,,,235000.0,1800000.0,1900000.0,,,1300000.0,Primary,UttarPradesh
36013,48.0,False,Graduate,M,[],7500000,5226000,Kuldeep Singh Sengar ,0.0,Y,SP,0.0,12726000,152000,166,Bhagwantnagar,Unnao,up2012,1054,http://myneta.info/up2012/candidate.php?candidate_id=1054,True,3623144.0,9102856.0,Kuldeep Singh Sengar,1054.0,149.0,251.0,http://myneta.info/up2012/candidate.php?candidate_id=1054,http://myneta.info/up2007/candidate.php?candidate_id=149,3623144.0,0.0,2007.0,1.0,1.0,True,,,,,115000.0,276788.0,4000000.0,,,,836000.0,,,2000000.0,,4600000.0,Grad,UttarPradesh
36029,63.0,False,Graduate Professional,M,[],15700000,2956324,Mast Ram ,0.0,Y,BJP,0.0,18656324,0,164,Mohan (Sc),Unnao,up2012,1045,http://myneta.info/up2012/candidate.php?candidate_id=1045,False,,,,,,,http://myneta.info/up2012/candidate.php?candidate_id=1045,http://myneta.info/up2007/candidate.php?candidate_id=162,5654120.0,0.0,2007.0,0.0,0.0,False,,,,,20515.0,1348418.0,810000.0,400000.0,,,379000.0,1500000.0,4000000.0,,,10200000.0,Grad,UttarPradesh
36057,39.0,False,Graduate,M,[],0,6290456,Sudhir Kumar,0.0,Y,SP,0.0,6290456,172948,163,Safipur (Sc) ,Unnao,up2012,1041,http://myneta.info/up2012/candidate.php?candidate_id=1041,True,129700.0,6160756.0,Sudhir Kumar,1041.0,151.0,4750.0,http://myneta.info/up2012/candidate.php?candidate_id=1041,http://myneta.info/up2007/candidate.php?candidate_id=151,129700.0,66790.0,2007.0,1.0,1.0,True,,,,,21000.0,4224248.0,930000.0,608608.0,,119600.0,303000.0,,,,,0.0,Grad,UttarPradesh
36062,43.0,True,Graduate,M,"[u' dacoity(395)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Disobedience to order duly promulgated by public servant(188)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Act endangering life or personal safety of others(336)', u' wrongful restraint(341)', u'Robbery, or dacoity, with attempt to cause death or grievous hurt(397)', u'Mischief causing damage to the amount of fifty rupees(427)', u' criminal trespass(447)', u'Intentional insult with intent to provoke breach of the peace(504)', u' criminal intimidation(506)']",51237000,12295000,Deepak Kumar,3.0,Y,SP,1.0,63532000,542000,165,Unnao,Unnao,up2012,1051,http://myneta.info/up2012/candidate.php?candidate_id=1051,True,92899000.0,-29367000.0,Deepak Kumar,1051.0,153.0,-32.0,http://myneta.info/up2012/candidate.php?candidate_id=1051,http://myneta.info/ls2009/candidate.php?candidate_id=5544,104564000.0,91668.0,2009.0,0.0,0.0,False,3.0,,,576000.0,711000.0,2613000.0,4150000.0,335000.0,546000.0,86000.0,3278000.0,23634000.0,6200000.0,,,21344000.0,Grad,UttarPradesh
36114,65.0,False,Post Graduate,M,[],1325000,5630328,Tara Pada Chakrabarty,0.0,Y,AIFB,0.0,6955328,71000,264,Onda,Bankura,westbengal2011,1131,http://myneta.info/westbengal2011/candidate.php?candidate_id=1131,False,878084.0,6077244.0,Tara Pada Chakrabarty,1131.0,51.0,692.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=1131,http://myneta.info/wb2006/candidate.php?candidate_id=51,878084.0,102000.0,2006.0,1.0,1.0,True,,,,,5000.0,5354128.0,10200.0,150000.0,,,111000.0,150000.0,,40000.0,,1100000.0,Post_Grad,WestBengal
36128,42.0,False,10th Pass,M,[],120000,169000,Sudhir Kumar Murmu,0.0,Y,CPI(ML)(L),0.0,289000,50000,281,Ranibundh (St),Bankura,westbengal2011,1199,http://myneta.info/westbengal2011/candidate.php?candidate_id=1199,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=1199,http://myneta.info/ls2009/candidate.php?candidate_id=4896,40000.0,200000.0,2009.0,0.0,0.0,False,,,,,12000.0,2000.0,35000.0,80000.0,,,40000.0,90000.0,,,,30000.0,Primary,WestBengal
36143,57.0,True,Graduate Professional,M,"[u' voluntarily causing grievous hurt(325)', u'Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment(109)', u'Punishment(143)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u' voluntarily causing hurt(323)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u' wrongful Confinement(342)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees(435)', u' criminal trespass(447)', u' criminal intimidation(506)']",1148252,772780,Tapas Banerjee,5.0,Y,AITC,1.0,1921032,0,277,Asansol Dakshin,Bardhaman,westbengal2011,1174,http://myneta.info/westbengal2011/candidate.php?candidate_id=1174,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=1174,http://myneta.info/loksabha2004/candidate.php?candidate_id=5092,947476.0,138388.0,2004.0,0.0,0.0,False,5.0,,,,135213.0,269256.0,5000.0,29527.0,,112783.0,220000.0,,,548252.0,,600000.0,Grad,WestBengal
36157,64.0,False,Graduate,M,[],1080855,2540372,Nirupam Sen,0.0,Y,CPM,0.0,3621227,0,230,Bardhaman Dakshin,Bardhaman,westbengal2011,1005,http://myneta.info/westbengal2011/candidate.php?candidate_id=1005,False,1451221.0,2170006.0,Nirupam Sen,1005.0,95.0,150.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=1005,http://myneta.info/wb2006/candidate.php?candidate_id=95,1451221.0,0.0,2006.0,1.0,1.0,True,,,,,7000.0,2164208.35,,0.0,,,120000.0,6285.0,,3142.0,,1071428.0,Grad,WestBengal
36171,56.0,False,Graduate,M,[],28895400,5242564,Apurba Mukherjee,0.0,Y,AITC,0.0,34137964,0,274,Durgapur Paschim,Bardhaman,westbengal2011,1163,http://myneta.info/westbengal2011/candidate.php?candidate_id=1163,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=1163,http://myneta.info/wb2006/candidate.php?candidate_id=136,23512112.0,0.0,2006.0,0.0,0.0,False,,,,736804.0,791411.0,1539599.0,210000.0,175000.0,,160000.0,1749838.0,,11525800.0,10170000.0,1149600.0,6050000.0,Grad,WestBengal
36172,60.0,False,10th Pass,M,[],1548590,2496399,Biprendu Kumar Chakraborty,0.0,Y,CPM,0.0,4044989,0,274,Durgapur Paschim,Bardhaman,westbengal2011,1164,http://myneta.info/westbengal2011/candidate.php?candidate_id=1164,False,2437277.0,1607712.0,Biprendu Kumar Chakraborty,1164.0,135.0,66.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=1164,http://myneta.info/wb2006/candidate.php?candidate_id=135,2437277.0,50248.0,2006.0,1.0,1.0,True,,,,291870.0,7237.0,1673291.0,,0.0,,170000.0,341989.0,,,208260.0,,1340330.0,Primary,WestBengal
36194,62.0,False,Graduate,M,[],4650000,2469338,Rabindranath Chatterjee,0.0,Y,INC,0.0,7119338,535291,239,Katwa,Bardhaman,westbengal2011,1018,http://myneta.info/westbengal2011/candidate.php?candidate_id=1018,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=1018,http://myneta.info/wb2006/candidate.php?candidate_id=113,2530935.0,0.0,2006.0,1.0,1.0,True,,,,,473950.0,709987.0,860000.0,,,352550.0,60000.0,,2900000.0,,,1750000.0,Grad,WestBengal
36223,56.0,False,12th Pass,M,[],1700000,972392,Mahadeb Basak,0.0,Y,BJP,0.0,2672392,0,237,Purbasthali Dakshin,Bardhaman,westbengal2011,1025,http://myneta.info/westbengal2011/candidate.php?candidate_id=1025,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=1025,http://myneta.info/wb2006/candidate.php?candidate_id=384,1075470.0,0.0,2006.0,0.0,0.0,False,,,,,50000.0,15164.0,,,,97000.0,780000.0,900000.0,,100000.0,,700000.0,HS,WestBengal
36256,58.0,False,12th Pass,F,[],0,332999,Nabanita Mukherjee,0.0,Y,CPM,0.0,332999,0,98,Labpur,Birbhum,westbengal2011,386,http://myneta.info/westbengal2011/candidate.php?candidate_id=386,False,64000.0,268999.0,Nabanita Mukherjee,386.0,87.0,420.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=386,http://myneta.info/wb2006/candidate.php?candidate_id=87,64000.0,0.0,2006.0,1.0,1.0,True,,,,,10000.0,274527.0,,275000.0,,,,,,,,,HS,WestBengal
36261,50.0,False,Graduate Professional,M,[],5400000,2567642,Kamre Elahi Md,0.0,Y,CPM,0.0,7967642,1630659,104,Murarai,Birbhum,westbengal2011,406,http://myneta.info/westbengal2011/candidate.php?candidate_id=406,False,5540511.0,2427131.0,Kamre Elahi Md,406.0,91.0,44.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=406,http://myneta.info/wb2006/candidate.php?candidate_id=91,5540511.0,480139.0,2006.0,1.0,1.0,False,,,,,44000.0,290026.73,1243615.0,650000.0,,,340000.0,,3000000.0,50000.0,,2350000.0,Grad,WestBengal
36270,46.0,False,10th Pass,M,[],903000,974286,Dipak Chatterjee,0.0,Y,AIFB,0.0,1877286,90000,103,Nalhati,Birbhum,westbengal2011,401,http://myneta.info/westbengal2011/candidate.php?candidate_id=401,False,823104.0,1054182.0,Dipak Chatterjee,401.0,71.0,128.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=401,http://myneta.info/wb2006/candidate.php?candidate_id=71,823104.0,10925.0,2006.0,1.0,2.0,False,,,,,23000.0,851286.0,,,,,100000.0,765000.0,,63000.0,,75000.0,Primary,WestBengal
36277,59.0,False,Doctorate,M,[],1480000,2095914,Asish Banerjee,0.0,Y,AITC,0.0,3575914,0,101,Rampurhat,Birbhum,westbengal2011,395,http://myneta.info/westbengal2011/candidate.php?candidate_id=395,True,2200606.0,1375308.0,Asish Banerjee,395.0,75.0,62.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=395,http://myneta.info/wb2006/candidate.php?candidate_id=75,2200606.0,2714.0,2006.0,1.0,1.0,True,,,,,25000.0,1903081.0,,,,67833.0,100000.0,600000.0,,580000.0,,300000.0,Post_Grad,WestBengal
36290,47.0,True,12th Pass,M,"[u'Murder(302)', u'Attempt to murder(307)', u' theft(379)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u' voluntarily causing hurt(323)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Mischief by fire or explosive substance with intent to destroy house, etc.(436)', u' criminal intimidation(506)']",30510000,89633670,Swapan Kanti Ghosh,3.0,Y,AITC,3.0,120143670,11860714,95,Suri,Birbhum,westbengal2011,376,http://myneta.info/westbengal2011/candidate.php?candidate_id=376,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=376,http://myneta.info/wb2006/candidate.php?candidate_id=82,94180578.0,665000.0,2006.0,0.0,0.0,False,3.0,,,44961576.6,1931477.0,14668749.0,2847803.0,606437.4,22175939.0,,2408392.0,150000.0,,2760000.0,100000.0,27500000.0,HS,WestBengal
36292,57.0,False,Graduate Professional,M,[],2700000,870200,Abdul Jalil Ahmed,0.0,Y,AITC,0.0,3570200,155909,4,Coochbehar Dakshin,Coochbehar,westbengal2011,16,http://myneta.info/westbengal2011/candidate.php?candidate_id=16,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=16,http://myneta.info/wb2006/candidate.php?candidate_id=10,1917000.0,250000.0,2006.0,0.0,0.0,False,,,,,120000.0,38219.81,385000.0,,,11480.0,220000.0,1400000.0,,,,1300000.0,Grad,WestBengal
36320,63.0,False,Post Graduate,M,[],3000000,510498,Bhabendra Natha Barman,0.0,Y,BJP,0.0,3510498,0,5,Sitalkuchi (Sc,Coochbehar,westbengal2011,130,http://myneta.info/westbengal2011/candidate.php?candidate_id=130,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=130,http://myneta.info/ls2009/candidate.php?candidate_id=4772,4245010.0,405000.0,2009.0,0.0,0.0,False,,,,15000.0,25000.0,49498.0,235000.0,,,21000.0,140000.0,1000000.0,,,,2000000.0,Post_Grad,WestBengal
36332,60.0,True,Graduate,M,"[u'Punishment(143)', u' voluntarily causing hurt(323)', u' wrongful restraint(341)', u' criminal intimidation(506)']",1642000,237000,Sunil Chandra Roy,1.0,Y,IND,0.0,1879000,0,1,Mekliganj (Sc),Coochbehar,westbengal2011,10,http://myneta.info/westbengal2011/candidate.php?candidate_id=10,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=10,http://myneta.info/wb2006/candidate.php?candidate_id=2,386100.0,376161.0,2006.0,0.0,0.0,False,1.0,,,,100000.0,,47000.0,0.0,,,40000.0,1000000.0,,,,600000.0,Grad,WestBengal
36342,68.0,False,Graduate,M,[],4000319,1798427,Biswanath Choudhury,0.0,Y,RSP,0.0,5798746,0,39,Balurghat,Dakhsin Dinajpur,westbengal2011,83,http://myneta.info/westbengal2011/candidate.php?candidate_id=83,False,1417328.0,4381418.0,Biswanath Choudhury,83.0,153.0,309.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=83,http://myneta.info/wb2006/candidate.php?candidate_id=153,1417328.0,0.0,2006.0,1.0,1.0,True,,,,,25000.0,984299.0,,,,686600.0,102528.0,,,,,4000319.0,Grad,WestBengal
36350,58.0,False,Graduate Professional,M,[],1550000,1000310,Biplab Mitra,0.0,Y,AITC,0.0,2550310,2001854,42,Harirampur,Dakhsin Dinajpur,westbengal2011,90,http://myneta.info/westbengal2011/candidate.php?candidate_id=90,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=90,http://myneta.info/wb2006/candidate.php?candidate_id=148,1921666.0,575680.0,2006.0,0.0,0.0,False,,,,,205000.0,88945.0,406365.0,0.0,,,300000.0,,,650000.0,0.0,900000.0,Grad,WestBengal
36367,63.0,False,10th Pass,M,[],1440461,1206323,Khara Soren,0.0,Y,RSP,0.0,2646784,0,40,Tapan (St),Dakhsin Dinajpur,westbengal2011,86,http://myneta.info/westbengal2011/candidate.php?candidate_id=86,False,1080243.0,1566541.0,Khara Soren,86.0,149.0,145.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=86,http://myneta.info/wb2006/candidate.php?candidate_id=149,1080243.0,0.0,2006.0,1.0,1.0,True,,,,,10000.0,82661.0,32012.0,,,1637037.0,26611.0,800651.0,,38310.0,,601500.0,Primary,WestBengal
36397,62.0,False,Graduate,M,[],779885,892414,Asok Narayan Bhattacharya,0.0,Y,CPM,0.0,1672299,0,26,Siliguri,Darjeeling,westbengal2011,59,http://myneta.info/westbengal2011/candidate.php?candidate_id=59,False,1065259.0,607040.0,Asok Narayan Bhattacharya,59.0,161.0,57.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=59,http://myneta.info/wb2006/candidate.php?candidate_id=161,1065259.0,0.0,2006.0,1.0,1.0,True,,,,,12000.0,851414.27,,,,,30000.0,,,,,789885.0,Grad,WestBengal
36409,68.0,False,Graduate Professional,M,[],1150000,3068229,Jibesh Chakraborty,0.0,Y,CPM,0.0,4218229,0,198,Champdani,Hooghly,westbengal2011,909,http://myneta.info/westbengal2011/candidate.php?candidate_id=909,False,1401175.0,2817054.0,Jibesh Chakraborty,909.0,193.0,201.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=909,http://myneta.info/wb2006/candidate.php?candidate_id=193,1401175.0,111.0,2006.0,1.0,1.0,True,,,,1500.0,32550.0,2439714.0,,266665.0,,300000.0,127800.0,,,,,1150000.0,Grad,WestBengal
36416,44.0,False,12th Pass,F,[],1265000,683389,Swati Khandkar,0.0,Y,AITC,0.0,1948389,0,205,Chanditala,Hooghly,westbengal2011,931,http://myneta.info/westbengal2011/candidate.php?candidate_id=931,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=931,http://myneta.info/wb2006/candidate.php?candidate_id=200,823396.0,0.0,2006.0,0.0,0.0,False,,,,,47029.0,8049.0,,150000.0,95300.0,,117100.0,815000.0,,,,450000.0,HS,WestBengal
36419,73.0,False,Graduate,M,[],1930000,3696124,Narendra Nath Dey,0.0,Y,AIFB,0.0,5626124,0,201,Chunchura,Hooghly,westbengal2011,917,http://myneta.info/westbengal2011/candidate.php?candidate_id=917,False,4019889.0,1606235.0,Narendra Nath Dey,917.0,183.0,40.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=917,http://myneta.info/wb2006/candidate.php?candidate_id=183,4019889.0,0.0,2006.0,1.0,1.0,True,,,,,41000.0,1299623.0,,,,2081500.0,274000.0,,,730000.0,,1200000.0,Grad,WestBengal
36428,60.0,False,Graduate Professional,F,[],0,3422624,Bharati Mukherjee,0.0,Y,CPM,0.0,3422624,0,207,Haripal,Hooghly,westbengal2011,937,http://myneta.info/westbengal2011/candidate.php?candidate_id=937,False,925315.0,2497309.0,Bharati Mukherjee,937.0,187.0,270.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=937,http://myneta.info/wb2006/candidate.php?candidate_id=187,925315.0,0.0,2006.0,1.0,1.0,True,,,,,28740.0,1548917.75,223960.0,200000.0,,933000.0,470605.0,,,,,,Grad,WestBengal
36432,64.0,False,Post Graduate,M,[],2085563,2549736,Sudarsan Raychaudhuri,0.0,Y,CPM,0.0,4635299,0,206,Jangipara,Hooghly,westbengal2011,935,http://myneta.info/westbengal2011/candidate.php?candidate_id=935,False,3592319.0,1042980.0,Sudarsan Raychaudhuri,935.0,165.0,29.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=935,http://myneta.info/wb2006/candidate.php?candidate_id=165,3592319.0,0.0,2006.0,1.0,1.0,True,,,,20000.0,27480.0,1513756.0,,90000.0,,601500.0,297000.0,,,,500000.0,1585563.0,Post_Grad,WestBengal
36440,48.0,False,Doctorate,M,[],3458506,4640881,Saumendra Nath Bera	,0.0,Y,CPM,0.0,8099387,105000,210,Pursurah,Hooghly,westbengal2011,947,http://myneta.info/westbengal2011/candidate.php?candidate_id=947,False,865611.0,7233776.0,Saumendra Nath Bera,947.0,171.0,836.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=947,http://myneta.info/wb2006/candidate.php?candidate_id=171,865611.0,0.0,2006.0,1.0,1.0,True,,,,,26000.0,162784.18,285669.0,3115104.0,,751322.68,300000.0,,,,,3458506.0,Post_Grad,WestBengal
36441,46.0,True,12th Pass,M,[],2010952,40000,Sk Parvez Rahman,7.0,Y,AITC,0.0,2050952,0,210,Pursurah,Hooghly,westbengal2011,946,http://myneta.info/westbengal2011/candidate.php?candidate_id=946,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=946,http://myneta.info/wb2006/candidate.php?candidate_id=172,1581282.0,110000.0,2006.0,0.0,0.0,False,7.0,,,,12000.0,460115.22,,190952.0,,,40000.0,1800000.0,,,,0.0,HS,WestBengal
36443,66.0,False,Post Graduate,M,[],200000,1619732,Ashutosh Mukhopadhyay,0.0,Y,CPM,0.0,1819732,0,204,Saptagram,Hooghly,westbengal2011,928,http://myneta.info/westbengal2011/candidate.php?candidate_id=928,False,1732500.0,87232.0,Ashutosh Mukhopadhyay,928.0,181.0,5.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=928,http://myneta.info/wb2006/candidate.php?candidate_id=181,1732500.0,0.0,2006.0,1.0,1.0,True,,,,,10080.0,546652.0,83000.0,,,915000.0,65000.0,,,200000.0,,,Post_Grad,WestBengal
36455,71.0,False,Graduate Professional,M,[],1800000,2658728,Pratim Chatterjee,0.0,Y,CPM,0.0,4458728,0,209,Tarakeswar,Hooghly,westbengal2011,942,http://myneta.info/westbengal2011/candidate.php?candidate_id=942,False,4247840.0,210888.0,Pratim Chatterjee,942.0,185.0,5.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=942,http://myneta.info/wb2006/candidate.php?candidate_id=185,4247840.0,0.0,2006.0,1.0,1.0,True,,,,302500.0,22200.0,1794028.0,,,,,340000.0,,,,,1800000.0,Grad,WestBengal
36459,49.0,False,Doctorate,M,[],776480,5427499,Srutinath Praharaj	,0.0,Y,CPM,0.0,6203979,137651,196,Uttarpara,Hooghly,westbengal2011,901,http://myneta.info/westbengal2011/candidate.php?candidate_id=901,False,1394612.0,4809367.0,Srutinath Praharaj,901.0,197.0,345.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=901,http://myneta.info/wb2006/candidate.php?candidate_id=197,1394612.0,0.0,2006.0,1.0,1.0,True,,,,41000.0,30650.0,3916211.0,644814.0,1387500.0,,,189000.0,60000.0,,140480.0,,576000.0,Post_Grad,WestBengal
36461,68.0,False,Post Graduate,M,[],400000,525741,Rabindranath Mitra,0.0,Y,CPM,0.0,925741,0,192,Amta,Howrah,westbengal2011,888,http://myneta.info/westbengal2011/candidate.php?candidate_id=888,False,827234.0,98507.0,Rabindranath Mitra,888.0,207.0,12.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=888,http://myneta.info/wb2006/candidate.php?candidate_id=207,827234.0,55379.0,2006.0,1.0,1.0,True,,,,140462.0,14000.0,67279.0,,,,10000.0,200000.0,,,200000.0,,200000.0,Post_Grad,WestBengal
36463,58.0,False,Graduate,M,[],1600000,139665,Akkel Ali Khan,0.0,Y,CPM,0.0,1739665,0,191,Bagnan,Howrah,westbengal2011,885,http://myneta.info/westbengal2011/candidate.php?candidate_id=885,False,2790615.0,-1050950.0,Akkel Ali Khan,885.0,209.0,-38.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=885,http://myneta.info/wb2006/candidate.php?candidate_id=209,2790615.0,316750.0,2006.0,1.0,1.0,True,,,,,5000.0,4665.0,,,,20000.0,110000.0,600000.0,,300000.0,,700000.0,Grad,WestBengal
36471,42.0,True,Post Graduate,M,[],3000000,2518526,Rajib Banerjee,1.0,Y,AITC,1.0,5518526,0,195,Domjur,Howrah,westbengal2011,897,http://myneta.info/westbengal2011/candidate.php?candidate_id=897,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=897,http://myneta.info/wb2006/candidate.php?candidate_id=224,357952.0,300000.0,2006.0,0.0,0.0,False,,,,,29000.0,143282.0,677110.0,420000.0,,242000.0,1007134.0,,,,,3000000.0,Post_Grad,WestBengal
36483,61.0,False,Graduate Professional,M,[],800000,8150242,Abul Kasem Molla,0.0,Y,AITC,0.0,8950242,570000,194,Jagatballavpur,Howrah,westbengal2011,895,http://myneta.info/westbengal2011/candidate.php?candidate_id=895,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=895,http://myneta.info/wb2006/candidate.php?candidate_id=220,2777447.0,190000.0,2006.0,0.0,0.0,False,,,,1154167.0,60000.0,2464712.0,363862.0,4000000.0,,,100000.0,300000.0,0.0,,,500000.0,Grad,WestBengal
36493,69.0,True,12th Pass,M,"[u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Voluntarily causing grievous hurt to deter public servant from his duty(333)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)']",2150000,993541,Sital Kumar Sardar,1.0,Y,AITC,0.0,3143541,0,185,Sankrail (Sc),Howrah,westbengal2011,863,http://myneta.info/westbengal2011/candidate.php?candidate_id=863,True,1034682.0,2108859.0,Sital Kumar Sardar,863.0,217.0,204.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=863,http://myneta.info/wb2006/candidate.php?candidate_id=217,1034682.0,0.0,2006.0,1.0,1.0,True,1.0,,,28000.0,32000.0,508540.0,0.0,300000.0,,,81000.0,,,,550000.0,1600000.0,HS,WestBengal
36500,66.0,False,Graduate Professional,M,[],1197600,1283441,Kalipada Mandal,0.0,Y,AITC,0.0,2481041,0,190,Shyampur,Howrah,westbengal2011,883,http://myneta.info/westbengal2011/candidate.php?candidate_id=883,True,1300755.0,1180286.0,Kalipada Mandal,883.0,211.0,91.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=883,http://myneta.info/wb2006/candidate.php?candidate_id=211,1300755.0,200.0,2006.0,1.0,1.0,True,,,,,20000.0,817519.0,,345922.0,,,100000.0,725000.0,,50000.0,,400000.0,Grad,WestBengal
