,age,CrimCases,Educ,Gender,ipclist,immov_total,mov_total,Name,nr_cases,pan,party,serious_cases,total_assets,total_liab,cons_id,consistuency,district,election,cand_id,cand_link,win,assets_old1,increase,name2,new_id,old_id,pct_change,elec_link,elec_link_old,assets_old2,liab_old2,year_prev_elect,win_prev_elect,tot_wins,incumbent,Cogniz,Convict,Framed,bonds,cash,accounts,jewels,insurance,vehicles,postal,other_mov,agri,commercial,nonagri,others,resid,Educ_clean,state
17757,56.0,True,12th Pass,M,"[u'Murder(302)', u'Attempt to murder(307)', u'Acts done by several persons in furtherance of common intention(34)', u'Concealing design to commit offence punishable with imprisonment(120)', u'Obscene acts and songs(294)', u' wrongful restraint(341)']",19460350,28089235,Brajendra Singh,3.0,Y,INC,2.0,47549585,10820756,214,Prithvipur,Tikamgarh,mp2013,716,http://myneta.info/mp2013/candidate.php?candidate_id=716,False,30550312.0,16999273.0,Brajendra Singh,716.0,427.0,56.0,http://myneta.info/mp2013/candidate.php?candidate_id=716,http://myneta.info/2008mp/candidate.php?candidate_id=427,30550312.0,0.0,2008.0,1.0,1.0,True,,,3.0,13492022.0,1112668.0,1158600.0,3435246.0,,8355366.0,,293945.0,4092350.0,,10791000.0,,4577000.0,HS,MP
17806,46.0,True,Graduate,M,"[u' criminal intimidation(506)', u'Obscene acts and songs(294)', u'Word, gesture or act intended to insult the modesty of a woman(509)']",15568435,3721843,Bahadur Singh,1.0,Y,BJP,1.0,19290278,982705,218,Mahidpur,Ujjain,mp2013,740,http://myneta.info/mp2013/candidate.php?candidate_id=740,True,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=740,http://myneta.info/2008mp/candidate.php?candidate_id=436,9192492.0,748935.0,2008.0,0.0,0.0,False,1.0,,,,550000.0,1671843.0,,0.0,,,1500000.0,5480895.0,7196540.0,891000.0,,2000000.0,Grad,MP
17816,50.0,True,12th Pass,M,"[u'Voluntarily causing hurt by dangerous weapons or means(324)', u' voluntarily causing grievous hurt(325)', u'Being member of an unlawful assembly(143)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u' voluntarily causing hurt(323)', u' wrongful restraint(341)']",22398418,1474365,Dilip Singh Gurjar,3.0,Y,INC,2.0,23872783,4926709,217,Nagada-Khacharod,Ujjain,mp2013,1017,http://myneta.info/mp2013/candidate.php?candidate_id=1017,False,4700500.0,19172283.0,Dilip Singh Gurjar,1017.0,433.0,408.0,http://myneta.info/mp2013/candidate.php?candidate_id=1017,http://myneta.info/2008mp/candidate.php?candidate_id=433,4700500.0,2790126.0,2008.0,1.0,1.0,True,1.0,,2.0,176424.0,261206.0,279490.0,60000.0,0.0,,,450000.0,10255714.0,,3920500.0,,8222200.0,HS,MP
17847,46.0,True,5th Pass,M,"[u'Voluntarily causing hurt by dangerous weapons or means(324)', u'Voluntarily causing grievous hurt by dangerous weapons or means(326)', u' voluntarily causing hurt(323)']",13766668,4542713,Jaysingh,2.0,Y,INC,2.0,18309381,1409846,222,Ujjain South,Ujjain,mp2013,985,http://myneta.info/mp2013/candidate.php?candidate_id=985,False,,,,,,,http://myneta.info/mp2013/candidate.php?candidate_id=985,http://myneta.info/2008mp/candidate.php?candidate_id=444,549715.0,646533.0,2008.0,0.0,0.0,False,1.0,,1.0,1500.0,1574959.0,75354.0,162000.0,,2278690.0,,450000.0,8400000.0,4166668.0,800000.0,,400000.0,Primary,MP
17870,53.0,True,Graduate Professional,M,"[u'Cheating and dishonestly inducing delivery of property(420)', u' criminal intimidation(506)', u'Acts done by several persons in furtherance of common intention(34)', u'Disobedience to order duly promulgated by public servant(188)', u' voluntarily causing hurt(323)', u'Defamation(499)', u' defamation(500)', u'Intentional insult with intent to provoke breach of the peace(504)']",41915000,9585385,Adv. Abhay Jagannath Agarkar,5.0,Y,BJP,2.0,51500385,8737044,219,Ahmednagar City,Ahmednagar,maharashtra2014,1046,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1046,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1046,http://myneta.info/mh2009/candidate.php?candidate_id=2946,16937816.0,1473519.0,2009.0,0.0,0.0,False,5.0,,,6100.0,310000.0,131926.21,1209136.0,200000.0,6635223.0,,2352000.0,30215000.0,,1700000.0,,2000000.0,Grad,Maharashtra
17881,50.0,False,Graduate,M,[],35543000,78514356,Ashok Yashwant Bhangare,0.0,Y,BJP,0.0,114057356,7541596,210,Akole (St),Ahmednagar,maharashtra2014,983,http://myneta.info/maharashtra2014/candidate.php?candidate_id=983,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=983,http://myneta.info/mh2009/candidate.php?candidate_id=2831,17063374.0,15071500.0,2009.0,0.0,0.0,False,,,,70000000.0,700000.0,7772840.37,5164438.0,,,100000.0,510000.0,,,,,,Grad,Maharashtra
17885,53.0,False,Graduate,M,[],12948000,1091000,Talpade Madhukar Shankar,0.0,Y,SHS,0.0,14039000,3131080,210,Akole (St),Ahmednagar,maharashtra2014,1259,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1259,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1259,http://myneta.info/mh2009/candidate.php?candidate_id=2828,4981748.0,2116346.0,2009.0,0.0,0.0,False,,,,,200000.0,175000.0,300000.0,,,,416000.0,7850000.0,,,500000.0,5000000.0,Grad,Maharashtra
17889,47.0,False,Graduate Professional,M,[],9705000,5026500,Indrakumar Deorao Bhise,0.0,Y,IND,0.0,14731500,17550000,221,Karjat Jamkhed,Ahmednagar,maharashtra2014,2779,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2779,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2779,http://myneta.info/loksabha2004/candidate.php?candidate_id=2291,2919000.0,1200000.0,2004.0,0.0,0.0,False,,,,10000.0,175000.0,1751500.0,1100000.0,640000.0,,,1350000.0,125000.0,700000.0,480000.0,,8500000.0,Grad,Maharashtra
17894,54.0,False,12th Pass,M,[],10179500,9718362,Phalke Jaysingrao Anandrao,0.0,Y,NCP,0.0,19897862,332496,221,Karjat Jamkhed,Ahmednagar,maharashtra2014,2778,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2778,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2778,http://myneta.info/mh2009/candidate.php?candidate_id=2981,17929415.0,1935568.0,2009.0,0.0,0.0,False,,,,2668000.0,110000.0,599362.0,1645000.0,3100000.0,,,1596000.0,5745000.0,,,,4434500.0,HS,Maharashtra
17896,47.0,True,Post Graduate,M,"[u' criminal breach of trust(406)', u'Criminal breach of trust by clerk or servant(408)', u'Being member of an unlawful assembly(143)', u'Act endangering life or personal safety of others(336)', u' wrongful restraint(341)', u'Mischief causing damage to the amount of fifty rupees(427)']",2228000,5056770,Pro. Ram Shankar Shinde,4.0,Y,BJP,2.0,7284770,2063060,221,Karjat Jamkhed,Ahmednagar,maharashtra2014,987,http://myneta.info/maharashtra2014/candidate.php?candidate_id=987,True,669709.0,6615061.0,Pro. Ram Shankar Shinde,987.0,2974.0,988.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=987,http://myneta.info/mh2009/candidate.php?candidate_id=2974,669709.0,248492.0,2009.0,1.0,1.0,True,2.0,,2.0,504920.0,180000.0,2629184.0,96900000.0,153100.0,,,480000.0,228000.0,,,,2228000.0,Post_Grad,Maharashtra
17916,44.0,True,Graduate,M,[],23458386,7094245,Gadakh Shankarrao Yashwantrao,1.0,Y,NCP,0.0,30552631,619335,215,Nevasa,Ahmednagar,maharashtra2014,1425,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1425,False,6157509.0,24395122.0,Gadakh Shankarrao Yashwantrao,1425.0,2888.0,396.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1425,http://myneta.info/mh2009/candidate.php?candidate_id=2888,6157509.0,111349.0,2009.0,1.0,1.0,True,1.0,,,86470.0,1011700.0,3075199.17,,2664854.0,,,783000.0,11391510.0,,7932240.0,400000.0,3734636.0,Grad,Maharashtra
17925,57.0,True,10th Pass,M,"[u'Being member of an unlawful assembly(143)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u' wrongful restraint(341)']",8700000,8601474,Auti Vijayrao Bhaskarrao,3.0,Y,SHS,0.0,17301474,5000000,218,Parner,Ahmednagar,maharashtra2014,779,http://myneta.info/maharashtra2014/candidate.php?candidate_id=779,True,6353496.0,10947978.0,Auti Vijayrao Bhaskarrao,779.0,2926.0,172.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=779,http://myneta.info/mah2004/candidate.php?candidate_id=237,3660983.0,0.0,2004.0,1.0,2.0,False,3.0,,,0.0,82500.0,4106984.75,1605000.0,,,20000.0,1881990.0,50000.0,,650000.0,,8000000.0,Primary,Maharashtra
17930,46.0,True,12th Pass,M,"[u'False statement in connection with an election(171G)', u'False statement on oath or affirmation to public servant or person authorized to administer an oath or affirmation(181)', u' criminal breach of trust(406)', u'Cheating and dishonestly inducing delivery of property(420)', u'Acts done by several persons in furtherance of common intention(34)', u'Furnishing false information(177)']",45100000,1193358,Korade Vishwanath Yadavrao,3.0,Y,IND,4.0,46293358,3548318,218,Parner,Ahmednagar,maharashtra2014,2758,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2758,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2758,http://myneta.info/mh2009/candidate.php?candidate_id=2933,44573824.0,2556577.0,2009.0,0.0,0.0,False,3.0,,,160850.0,39145.0,277390.0,15000.0,3900000.0,,,560000.0,33900000.0,,8200000.0,,3000000.0,HS,Maharashtra
17940,51.0,True,8th Pass,M,"[u'Being member of an unlawful assembly(143)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)']",6797540,317484,Gade Shivajiraje Rambhau,2.0,Y,NCP,0.0,7115024,3356353,217,Rahuri,Ahmednagar,maharashtra2014,2747,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2747,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2747,http://myneta.info/mh2009/candidate.php?candidate_id=2915,4203396.0,5208626.0,2009.0,0.0,0.0,False,2.0,,,72275.0,15000.0,3559.0,,,,,241650.0,6058340.0,,,,35000.0,Primary,Maharashtra
17942,56.0,True,10th Pass,M,"[u'Causing disappearance of evidence of offence, or giving false information to screen offender(201)', u'Offering gift or restoration of property in consideration of screening offender(214)', u'Murder(302)', u'Attempt to murder(307)', u'Voluntarily causing grievous hurt by dangerous weapons or means(326)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Extortion by putting a person in fear of death or grievous hurt(386)', u'Cheating and dishonestly inducing delivery of property(420)', u'Mischief by injury to works of irrigation or by wrongfully diverting water(430)', u'Forgery of record of court or of public register, etc.(466)', u'Having possession of document described in Section 466 or 467, knowing it to be forged and intending to use it as genuine(474)', u' criminal intimidation(506)', u'Acts done by several persons in furtherance of common intention(34)', u'Punishment of criminal conspiracy(120B)', u'Being member of an unlawful assembly(143)', u'Joining or continuing in unlawful assembly, knowing it has been commanded to disperse(145)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Candidate, Electoral right defined(171A)', u'Causing hurt by act endangering life or personal safety of others(337)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u' criminal trespass(447)', u'Intentional insult with intent to provoke breach of the peace(504)']",161229626,7148602,Kardile Shivaji Bhanudas,11.0,Y,BJP,14.0,168378228,4897944,217,Rahuri,Ahmednagar,maharashtra2014,985,http://myneta.info/maharashtra2014/candidate.php?candidate_id=985,True,23352407.0,145025821.0,Kardile Shivaji Bhanudas,985.0,2913.0,621.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=985,http://myneta.info/mah2004/candidate.php?candidate_id=230,11189875.0,3324575.0,2004.0,1.0,2.0,False,9.0,1.0,1.0,149535.0,510523.0,1035906.0,4016717.0,80541.0,,,1077380.0,170988161.0,6884630.0,862500.0,,15167390.0,Primary,Maharashtra
17957,61.0,False,Graduate Professional,M,[],33736385,12221595,Vijay Alias Balasaheb Bhausaheb Thorat,0.0,Y,INC,0.0,45957980,1421473,211,Sangmner,Ahmednagar,maharashtra2014,585,http://myneta.info/maharashtra2014/candidate.php?candidate_id=585,True,23850812.0,22107168.0,Vijay Alias Balasaheb Bhausaheb Thorat,585.0,2834.0,93.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=585,http://myneta.info/mah2004/candidate.php?candidate_id=238,10723799.0,681175.0,2004.0,1.0,2.0,False,,,,1366460.0,25000.0,4281351.12,,9815948.0,1492400.0,,1763080.0,5838090.0,,2420000.0,,25478295.0,Grad,Maharashtra
17961,49.0,False,Graduate,M,[],24896640,35008263,Ghule Chandrashekhar Marutraoji,0.0,Y,NCP,0.0,59904903,0,216,Shevgaon,Ahmednagar,maharashtra2014,775,http://myneta.info/maharashtra2014/candidate.php?candidate_id=775,False,27812121.0,32092782.0,Ghule Chandrashekhar Marutraoji,775.0,2896.0,115.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=775,http://myneta.info/mh2009/candidate.php?candidate_id=2896,27812121.0,75000.0,2009.0,1.0,1.0,True,,,,14899139.0,55000.0,16943983.0,195000.0,10509.0,175410.0,2354222.0,375000.0,13493040.0,,9298600.0,,2105000.0,Grad,Maharashtra
17973,55.0,False,Graduate Professional,M,[],111445930,68615584,Radhakrishna Eknathrao Vikhe Patil,0.0,Y,INC,0.0,180061514,0,212,Shirdi,Ahmednagar,maharashtra2014,586,http://myneta.info/maharashtra2014/candidate.php?candidate_id=586,True,43222219.0,136839295.0,Radhakrishna Eknathrao Vikhe Patil,586.0,2843.0,317.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=586,http://myneta.info/mah2004/candidate.php?candidate_id=234,15719199.0,142837.0,2004.0,1.0,2.0,False,,,,3944000.0,,18376053.0,,7895000.0,,,4475530.0,15497930.0,,3667000.0,,92171000.0,Grad,Maharashtra
17990,61.0,True,Graduate,M,"[u'Attempt to murder(307)', u' criminal intimidation(506)', u'Being member of an unlawful assembly(143)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Causing hurt by act endangering life or personal safety of others(337)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Intentional insult with intent to provoke breach of the peace(504)']",97100000,16672272,Pachpute Babanrao Bhikaji	,9.0,Y,BJP,3.0,113772272,60215066,220,Shrigonda,Ahmednagar,maharashtra2014,986,http://myneta.info/maharashtra2014/candidate.php?candidate_id=986,False,23085780.0,90686492.0,Pachpute Babanrao Bhikaji,986.0,2957.0,393.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=986,http://myneta.info/mh2009/candidate.php?candidate_id=2957,23085780.0,609694.0,2009.0,1.0,1.0,True,9.0,,,1059500.0,19000.0,3910101.63,700000.0,2905200.0,6848668.0,,918000.0,69700000.0,,4600000.0,,22800000.0,Grad,Maharashtra
17996,59.0,True,12th Pass,M,"[u'Mischief by injury to works of irrigation or by wrongfully diverting water(430)', u' criminal intimidation(506)', u'Punishment of criminal conspiracy(120B)', u'Being member of an unlawful assembly(143)', u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u' criminal trespass(447)']",19338854,3299231,Bhausaheb Malhari Kamble,2.0,Y,INC,2.0,22638085,4424966,214,Shrirampur (Sc),Ahmednagar,maharashtra2014,587,http://myneta.info/maharashtra2014/candidate.php?candidate_id=587,True,3936687.0,18701398.0,Bhausaheb Malhari Kamble,587.0,2864.0,475.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=587,http://myneta.info/mh2009/candidate.php?candidate_id=2864,3936687.0,1275024.0,2009.0,1.0,1.0,True,2.0,,,3000.0,20000.0,475122.0,1856807.0,215380.0,72600.0,,660000.0,657300.0,17327600.0,,,183820.0,HS,Maharashtra
18010,45.0,False,Graduate Professional,M,[],1500000,1012000,Ajmal Yusuf Khan,0.0,Y,IND,0.0,2512000,310000,30,Aakola West,Akola,maharashtra2014,4217,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4217,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4217,http://myneta.info/mh2009/candidate.php?candidate_id=131,585000.0,320836.0,2009.0,0.0,0.0,False,,,,,20000.0,92000.0,,,,,,,,,,1500000.0,Grad,Maharashtra
18015,65.0,True,Graduate,M,[],18246000,2031339,Govardhan Sharma,1.0,Y,BJP,0.0,20277339,1913341,30,Aakola West,Akola,maharashtra2014,886,http://myneta.info/maharashtra2014/candidate.php?candidate_id=886,True,5640026.0,14637313.0,Govardhan Sharma,886.0,739.0,260.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=886,http://myneta.info/mah2004/candidate.php?candidate_id=111,3150951.0,679628.0,2004.0,1.0,2.0,False,1.0,,,64000.0,18000.0,751279.0,805778.0,,,,394982.0,,4000000.0,,,14246000.0,Grad,Maharashtra
18030,57.0,False,Graduate,M,[],50200000,9541530,Bhade Haridas Pandhari,0.0,Y,Bharipa Bahujan Mahasangha,0.0,59741530,9482718,31,Akola East,Akola,maharashtra2014,143,http://myneta.info/maharashtra2014/candidate.php?candidate_id=143,False,10182148.0,49559382.0,Bhade Haridas Pandhari,143.0,756.0,487.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=143,http://myneta.info/mah2004/candidate.php?candidate_id=110,4620000.0,420000.0,2004.0,1.0,2.0,False,,,,50000.0,143000.0,1674013.0,872701.0,,6348000.0,453816.0,,4900000.0,2500000.0,30400000.0,,12400000.0,Grad,Maharashtra
18044,60.0,True,Graduate,M,"[u'Abetment of such assault, if the assault is committed(134)', u' criminal intimidation(506)', u'Being member of an unlawful assembly(143)', u'Obscene acts and songs(294)']",8000000,2944016,Vijay Onkarrao Malokar,3.0,Y,IND,2.0,10944016,1710000,31,Akola East,Akola,maharashtra2014,4244,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4244,False,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4244,http://myneta.info/mah2004/candidate.php?candidate_id=396,617709.0,1566468.0,2004.0,0.0,0.0,False,3.0,,,,230816.0,23200.0,860000.0,,,,1830000.0,3500000.0,,500000.0,,4000000.0,Grad,Maharashtra
18059,62.0,False,8th Pass,M,[],102500000,6489206,Prakash Bharsakle,0.0,Y,BJP,0.0,108989206,54026462,28,Akot,Akola,maharashtra2014,885,http://myneta.info/maharashtra2014/candidate.php?candidate_id=885,True,,,,,,,http://myneta.info/maharashtra2014/candidate.php?candidate_id=885,http://myneta.info/mah2004/candidate.php?candidate_id=118,3497808.0,1392600.0,2004.0,1.0,1.0,False,,,,18000.0,178285.0,1828538.0,3256187.0,524276.0,450000.0,,233920.0,25000000.0,20000000.0,15000000.0,,42500000.0,Primary,Maharashtra
18107,44.0,True,12th Pass,M,"[u'Abetting commission of offence by the public or by more than ten persons(117)', u'Being member of an unlawful assembly(143)', u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Negligent conduct with respect to pulling down or repairing buildings(288)', u' wrongful restraint(341)', u' wrongful Confinement(342)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u' house-trespass(448)']",3084000,2678151,Bacchu Alias Omprakash Babarao Kadu,5.0,Y,IND,0.0,5762151,9496000,42,Achalpur,Amaravati,maharashtra2014,4266,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4266,True,634877.0,5127274.0,Bacchu Alias Omprakash Babarao Kadu,4266.0,924.0,808.0,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4266,http://myneta.info/mh2009/candidate.php?candidate_id=924,634877.0,1023915.0,2009.0,1.0,1.0,True,5.0,,,5250.0,1752659.0,,2306000.0,577542.0,,,342700.0,2084000.0,,1000000.0,,,HS,Maharashtra
