,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
2228,46,AHMEDNAGAR NORTH,Yes,8th Pass,KARDILE SHIVAJI BHANUDAS in Maharashtra 2004,1,Y,NCP,11189875,3324575,http://myneta.info/compare_profile.php?group_id=vupyF44kfVYDD5C9Bb4,http://myneta.info/mah2004/candidate.php?candidate_id=230
2229,33,RATNAGIRI SINDHUDURG,Yes,Doctorate,Nilesh Narayan Rane in Loksabha 2014,2,Y,INC,136811633,49129849,http://myneta.info/compare_profile.php?group_id=fo6ek22W8zGTVZ7tvN2c,http://myneta.info/ls2014/candidate.php?candidate_id=3641
2230,28,Ratnagiri Sindhudurg,Yes,Doctorate,DR.NILESH NARAYAN RANE in Lok Sabha 2009,1,Y,INC,30561862,0,http://myneta.info/compare_profile.php?group_id=fo6ek22W8zGTVZ7tvN2c,http://myneta.info/ls2009/candidate.php?candidate_id=3782
2231,48,RATNAGIRI SINDHUDURG,No,Graduate,Ajinkya Dhondu Gawade in Loksabha 2014,0,Y,IND,2058757,243784,http://myneta.info/compare_profile.php?group_id=xKEWo6dQB8A5rMdgALwf,http://myneta.info/ls2014/candidate.php?candidate_id=3646
2232,49,SAWANTWADI,No,Graduate,Ajinkya Dhondu Gawade in Maharashtra Election 2014,0,Y,Akhil Bharat Hindu Mahasabha,2044622,213784,http://myneta.info/compare_profile.php?group_id=xKEWo6dQB8A5rMdgALwf,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2981
2233,48,Mumbadevi,No,Post Graduate,Dr. Shaikh Shahid Ahmed in Maharashtra 2009,0,Y,Indian Union Muslim League,5586000,0,http://myneta.info/compare_profile.php?group_id=ZwJxuxG6VbNz7PpXryJS,http://myneta.info/mh2009/candidate.php?candidate_id=2451
2234,48,Mumbai South,No,Graduate Professional,DR. SHAIKH SHAHID AHMED in Lok Sabha 2009,0,Y,IND,4419027,197000,http://myneta.info/compare_profile.php?group_id=ZwJxuxG6VbNz7PpXryJS,http://myneta.info/ls2009/candidate.php?candidate_id=5491
2235,64,LANDE KONDEKAR RASHTRAPATI KONDEKAR,No,Literate,Lande Kondekar Rashtrapati Kondekar in Maharashtra Legislative Council,0,N,N.A,627258,0,http://myneta.info/compare_profile.php?group_id=b5e7zWR88AyYUQPwV3QT,http://myneta.info/maharashtramlc/candidate.php?candidate_id=19
2236,68,LATUR CITY,No,10th Pass,Kondekar Vijayprakash in Maharashtra Election 2014,0,Y,IND,461009,0,http://myneta.info/compare_profile.php?group_id=b5e7zWR88AyYUQPwV3QT,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4183
2237,63,Latur City,No,Literate,Znyosho Rashtrapati in Maharashtra 2009,0,Y,IND,1250192460,0,http://myneta.info/compare_profile.php?group_id=b5e7zWR88AyYUQPwV3QT,http://myneta.info/mh2009/candidate.php?candidate_id=3094
2238,62,Mumbai South,No,10th Pass,ZNYOSHO RASHTRAPATI in Lok Sabha 2009,0,Y,IND,295000,0,http://myneta.info/compare_profile.php?group_id=b5e7zWR88AyYUQPwV3QT,http://myneta.info/ls2009/candidate.php?candidate_id=5494
2245,53,PATIALA,No,Graduate Professional,Deepinder Singh Dhillon in Loksabha 2014,0,Y,SAD,167763561,1074803,http://myneta.info/compare_profile.php?group_id=z7ucZpgmRFVrEZdAAYy,http://myneta.info/ls2014/candidate.php?candidate_id=7846
2246,47,Banur : Bye-election on 03-08-2009,Yes,Graduate Professional,Deepinder Singh Dhillon in Punjab 2007,1,Y,INC,29761860,414290,http://myneta.info/compare_profile.php?group_id=z7ucZpgmRFVrEZdAAYy,http://myneta.info/pb2007/candidate.php?candidate_id=473
2250,64,ERANAKULAM,No,Doctorate,Dr.Sebastian Paul in Kerala 2011,0,Y,IND,14184666,5904000,http://myneta.info/compare_profile.php?group_id=DQTPVGYp4EcfhVbJwCdz,http://myneta.info/kerala2011/candidate.php?candidate_id=422
2251,56,Ernakulam,No,Doctorate,DR. SEBASTIAN PAUL in Lok Sabha 2004,0,Y,IND,2993000,764304,http://myneta.info/compare_profile.php?group_id=DQTPVGYp4EcfhVbJwCdz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1867
2252,49,KUSHI NAGAR,No,Graduate,Kunwar Ratanjit Pratap Narain Singh in Loksabha 2014,0,Y,INC,104788960,11500000,http://myneta.info/compare_profile.php?group_id=vHTj3zFTyZsa6wTyypf5,http://myneta.info/ls2014/candidate.php?candidate_id=9265
2253,45,Kushi Nagar,No,Graduate,KU. RATANJEET PRATAP NARAYAN SINGH in Lok Sabha 2009,0,Y,INC,39975893,100000,http://myneta.info/compare_profile.php?group_id=vHTj3zFTyZsa6wTyypf5,http://myneta.info/ls2009/candidate.php?candidate_id=1375
2254,43,Padrauna,No,Graduate,KUWAR RATANJIT PRATAP NARAYAN SINGH in Uttar Pradesh 2007,0,Y,INC,37266079,0,http://myneta.info/compare_profile.php?group_id=vHTj3zFTyZsa6wTyypf5,http://myneta.info/up2007/candidate.php?candidate_id=357
2255,39,Padrauna,No,Graduate,KUNWAR RATANJEET PRATAP NARAYAN SINGH in Lok Sabha 2004,0,Y,INC,12257198,59737,http://myneta.info/compare_profile.php?group_id=vHTj3zFTyZsa6wTyypf5,http://myneta.info/loksabha2004/candidate.php?candidate_id=4757
2256,48,NANDED,No,Graduate,Altaf Ahamad Iqbal Ahmad in Loksabha 2014,0,Y,IUML,4462742,571000,http://myneta.info/compare_profile.php?group_id=VcdWejNaCrkTh5yR5uY5,http://myneta.info/ls2014/candidate.php?candidate_id=3302
2257,48,NANDED SOUTH,No,Graduate,Altaf Ahmad Iqbal Ahamd in Maharashtra Election 2014,0,Y,IUML,4337742,495000,http://myneta.info/compare_profile.php?group_id=VcdWejNaCrkTh5yR5uY5,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1643
2258,43,Nanded,No,Graduate,ALTAF AHMAD EAKBAL AHMAD in Lok Sabha 2009,0,Y,BBM,652154,0,http://myneta.info/compare_profile.php?group_id=VcdWejNaCrkTh5yR5uY5,http://myneta.info/ls2009/candidate.php?candidate_id=2
2259,62,ALWAR,No,8th Pass,Khaim Chand in Loksabha 2014,0,Y,Bharatiya Yuva Shakti,7246800,0,http://myneta.info/compare_profile.php?group_id=C4ynAuvZrFa4Kt6PKoxA,http://myneta.info/ls2014/candidate.php?candidate_id=5073
2260,61,BHARATPUR,No,10th Pass,Khaim Chand in Rajasthan 2013,0,Y,BYS,16950000,0,http://myneta.info/compare_profile.php?group_id=C4ynAuvZrFa4Kt6PKoxA,http://myneta.info/rajasthan2013/candidate.php?candidate_id=1817
2261,42,TIRUCHIRAPPALLI,No,Graduate Professional,P.Kumar S/O Palanivel in Loksabha 2014,0,Y,AIADMK,18522597,1917891,http://myneta.info/compare_profile.php?group_id=ciRnJ5nWpsXrEe9WLBp,http://myneta.info/ls2014/candidate.php?candidate_id=3952
2262,37,Tiruchirappalli,No,Graduate Professional,KUMAR.P in Lok Sabha 2009,0,Y,ADMK,5345000,806395,http://myneta.info/compare_profile.php?group_id=ciRnJ5nWpsXrEe9WLBp,http://myneta.info/ls2009/candidate.php?candidate_id=8541
2263,62,ALIPURDUARS,No,12th Pass,Eliash Narjinary in Loksabha 2014,0,Y,BSP,4236000,0,http://myneta.info/compare_profile.php?group_id=6FwdN7cWuU3kEmeVmDH,http://myneta.info/ls2014/candidate.php?candidate_id=1778
2264,58,KUMARGRAM (ST),No,12th Pass,Eliash Narjinary in West Bengal 2011,0,Y,BSP,482600,0,http://myneta.info/compare_profile.php?group_id=6FwdN7cWuU3kEmeVmDH,http://myneta.info/westbengal2011/candidate.php?candidate_id=233
2265,56,Alipurduars,No,12th Pass,Elias Narjinary in Lok Sabha 2009,0,Y,BSP,1557000,0,http://myneta.info/compare_profile.php?group_id=6FwdN7cWuU3kEmeVmDH,http://myneta.info/ls2009/candidate.php?candidate_id=4784
2266,61,ALIPURDUARS,No,10th Pass,Manohar Tirkey in Loksabha 2014,0,Y,RSP,10594756,0,http://myneta.info/compare_profile.php?group_id=8o5kCHnHSA4c6wny7wKi,http://myneta.info/ls2014/candidate.php?candidate_id=1779
2267,56,Alipurduars,No,10th Pass,Manohar Tirkey in Lok Sabha 2009,0,N,RSP,2358725,0,http://myneta.info/compare_profile.php?group_id=8o5kCHnHSA4c6wny7wKi,http://myneta.info/ls2009/candidate.php?candidate_id=4786
2268,52,Kalchini,No,10th Pass,MANOHAR TIRKEY  in West Bengal 2006,0,N,RSP,2010532,0,http://myneta.info/compare_profile.php?group_id=8o5kCHnHSA4c6wny7wKi,http://myneta.info/wb2006/candidate.php?candidate_id=21
2269,41,COOCHBEHAR,No,Post Graduate,Harekrishna Sarkar in Loksabha 2014,0,Y,RPI(A),1562066,665800,http://myneta.info/compare_profile.php?group_id=giEi8G5bktaZdw3gdqmd,http://myneta.info/ls2014/candidate.php?candidate_id=1771
2270,41,JALPAIGURI,No,Post Graduate,Harekrishna Sarkar in Loksabha 2014,0,Y,RPI(A),962066,665800,http://myneta.info/compare_profile.php?group_id=giEi8G5bktaZdw3gdqmd,http://myneta.info/ls2014/candidate.php?candidate_id=3032
2271,37,Coochbehar,No,Post Graduate,Harekrishna Sarkar in Lok Sabha 2009,0,Y,RPI,137558,140135,http://myneta.info/compare_profile.php?group_id=giEi8G5bktaZdw3gdqmd,http://myneta.info/ls2009/candidate.php?candidate_id=4776
2272,43,ALIPURDUARS,No,Graduate,Joseph Munda in Loksabha 2014,0,Y,INC,2312000,550000,http://myneta.info/compare_profile.php?group_id=6rzH733D8EVfhLYwMQPS,http://myneta.info/ls2014/candidate.php?candidate_id=1774
2273,39,NAGRAKATA (ST),No,8th Pass,Joseph Munda in West Bengal 2011,0,Y,INC,422000,116824,http://myneta.info/compare_profile.php?group_id=6rzH733D8EVfhLYwMQPS,http://myneta.info/westbengal2011/candidate.php?candidate_id=50
2274,47,ALIPURDUARS,No,Graduate,Dasrath Tirkey in Loksabha 2014,0,Y,AITC,3550353,293909,http://myneta.info/compare_profile.php?group_id=yjxCr5VK5uwyoFDXUmJ,http://myneta.info/ls2014/candidate.php?candidate_id=1775
2275,44,KUMARGRAM (ST),No,Graduate,Dasrath Tirkey in West Bengal 2011,0,Y,RSP,1066293,0,http://myneta.info/compare_profile.php?group_id=yjxCr5VK5uwyoFDXUmJ,http://myneta.info/westbengal2011/candidate.php?candidate_id=27
2276,43,JORHAT,No,Graduate,Rajkumar Dowarah in Loksabha 2014,0,Y,IND,487600,0,http://myneta.info/compare_profile.php?group_id=jKuwGPZMLLb6nS7ipb2h,http://myneta.info/ls2014/candidate.php?candidate_id=510
2277,43,AMGURI,No,Graduate,Raj Kumar Duwarah in Assam 2011,0,Y,AIFB,1110000,0,http://myneta.info/compare_profile.php?group_id=jKuwGPZMLLb6nS7ipb2h,http://myneta.info/assam2011/candidate.php?candidate_id=142
2278,43,Jorhat,No,Graduate,RAJ KUMAR DOWARAH in Lok Sabha 2009,0,Y,IND,431000,240000,http://myneta.info/compare_profile.php?group_id=jKuwGPZMLLb6nS7ipb2h,http://myneta.info/ls2009/candidate.php?candidate_id=2988
2279,39,Jorhat,No,Graduate,RAJ KUMAR DOWARA in Lok Sabha 2004,0,Y,RCPI(R),600000,240254,http://myneta.info/compare_profile.php?group_id=jKuwGPZMLLb6nS7ipb2h,http://myneta.info/loksabha2004/candidate.php?candidate_id=356
2280,52,LAKHIMPUR,No,Graduate Professional,Sarbananda Sonowal in Loksabha 2014,0,Y,BJP,14497515,0,http://myneta.info/compare_profile.php?group_id=HMajpT2JZdLnzsMhcyzS,http://myneta.info/ls2014/candidate.php?candidate_id=517
2281,47,Dibrugarh,Yes,Graduate Professional,SRI SARBANANDA SONOWAL in Lok Sabha 2009,1,Y,AGP,4846140,950000,http://myneta.info/compare_profile.php?group_id=HMajpT2JZdLnzsMhcyzS,http://myneta.info/ls2009/candidate.php?candidate_id=2993
2282,56,DIBRUGARH,No,Post Graduate,Anup Phukon in Loksabha 2014,0,Y,AGP,4737100,3549764,http://myneta.info/compare_profile.php?group_id=VshqycziREApDGPjBoDX,http://myneta.info/ls2014/candidate.php?candidate_id=514
2283,46,Tingkhong,No,Post Graduate,ANUP PHUKAN  in Assam 2006,0,Y,AGP,1102787,649000,http://myneta.info/compare_profile.php?group_id=VshqycziREApDGPjBoDX,http://myneta.info/assam2006/candidate.php?candidate_id=73
2284,35,MEJA,No,Graduate,Sarfudeen Alias Jodda  in Uttar Pradesh 2012,0,Y,NLP,519050,0,http://myneta.info/compare_profile.php?group_id=fDnikggYf8KtGh2uGeN3,http://myneta.info/up2012/candidate.php?candidate_id=4227
2285,32,Allahabad,No,Graduate,SARFUDDIN in Lok Sabha 2009,0,Y,NELU,150000,0,http://myneta.info/compare_profile.php?group_id=fDnikggYf8KtGh2uGeN3,http://myneta.info/ls2009/candidate.php?candidate_id=3953
2286,50,VIZIANAGARAM,No,Doctorate,Jhansi Lakshmi Botcha in Loksabha 2014,0,Y,INC,54824574,8849835,http://myneta.info/compare_profile.php?group_id=5NtuqjThrvzMrRE3AxQj,http://myneta.info/ls2014/candidate.php?candidate_id=8165
2287,45,Vizianagaram,Yes,Post Graduate,B. JHANSI in Lok Sabha 2009,1,Y,INC,22951539,0,http://myneta.info/compare_profile.php?group_id=5NtuqjThrvzMrRE3AxQj,http://myneta.info/ls2009/candidate.php?candidate_id=575
2288,40,Bobbili,No,Post Graduate,JHANSI BOTCHA in Lok Sabha 2004,0,Y,INC,25900500,0,http://myneta.info/compare_profile.php?group_id=5NtuqjThrvzMrRE3AxQj,http://myneta.info/loksabha2004/candidate.php?candidate_id=43
2289,56,BAPATLA,No,Post Graduate,Panabaka Lakshmi in Loksabha 2014,0,Y,INC,65782130,1682000,http://myneta.info/compare_profile.php?group_id=UUf8sgfbVveQwqx3Ctr,http://myneta.info/ls2014/candidate.php?candidate_id=8162
2290,0,MINISTER,No,Not Given,Smt. Panabaka Lakshmi in Union Council of Ministers  2011,0,N,INC,161287778,132000,http://myneta.info/compare_profile.php?group_id=UUf8sgfbVveQwqx3Ctr,http://myneta.info/unionministers2011/candidate.php?candidate_id=47
2291,50,Bapatla,No,Post Graduate,PANABAKA LAKSHMI in Lok Sabha 2009,0,N,INC,16635386,0,http://myneta.info/compare_profile.php?group_id=UUf8sgfbVveQwqx3Ctr,http://myneta.info/ls2009/candidate.php?candidate_id=4354
2292,46,Nellore,No,Post Graduate,PANABAKA LAKSHMI in Lok Sabha 2004,0,N,INC,5395726,0,http://myneta.info/compare_profile.php?group_id=UUf8sgfbVveQwqx3Ctr,http://myneta.info/loksabha2004/candidate.php?candidate_id=182
2296,55,KOLKATA UTTAR,No,Graduate,Debajyoti Sengupta in Loksabha 2014,0,Y,IND,3343932,135000,http://myneta.info/compare_profile.php?group_id=7E4nAvG8HZFNg5FxnnmY,http://myneta.info/ls2014/candidate.php?candidate_id=9810
2297,46,Diamond Harbour,No,Graduate,DEBAJYOTI SENGUPTA in Lok Sabha 2009,0,Y,IND,1795959,1063,http://myneta.info/compare_profile.php?group_id=7E4nAvG8HZFNg5FxnnmY,http://myneta.info/ls2009/candidate.php?candidate_id=8183
2298,43,Jaynagar,No,Graduate Professional,SHYAMAL NASKAR in Lok Sabha 2009,0,Y,IND,55000,0,http://myneta.info/compare_profile.php?group_id=VAz3E9mw8P63saY3y9WK,http://myneta.info/ls2009/candidate.php?candidate_id=8168
2299,65,Diamond Harbour,No,Graduate,SHYAMAL MONDAL in Lok Sabha 2009,0,Y,ABP,4045000,0,http://myneta.info/compare_profile.php?group_id=VAz3E9mw8P63saY3y9WK,http://myneta.info/ls2009/candidate.php?candidate_id=8181
2300,51,Diamond Harbour,No,Graduate Professional,MAINUDDIN CHISTY in Lok Sabha 2009,0,Y,IND,815587,0,http://myneta.info/compare_profile.php?group_id=qFua3bfE8eoTaRH9ZxxQ,http://myneta.info/ls2009/candidate.php?candidate_id=8185
2301,47,Diamond Harbour,No,Post Graduate,Mainuddin Chisty in Lok Sabha 2004,0,Y,IND,264000,3965,http://myneta.info/compare_profile.php?group_id=qFua3bfE8eoTaRH9ZxxQ,http://myneta.info/loksabha2004/candidate.php?candidate_id=5235
2302,73,RAJAHMUNDRY,Yes,12th Pass,Murali Mohan Maganti in Loksabha 2014,1,Y,TDP,180822216,12245000,http://myneta.info/compare_profile.php?group_id=mpNVQu2dnmkDayvyofwc,http://myneta.info/ls2014/candidate.php?candidate_id=8985
2303,68,Rajahmundry,No,12th Pass,M Murali Mohan in Lok Sabha 2009,0,Y,TDP,140109874,3554215,http://myneta.info/compare_profile.php?group_id=mpNVQu2dnmkDayvyofwc,http://myneta.info/ls2009/candidate.php?candidate_id=4693
2304,53,JAYNAGAR,No,Graduate,Arnab Roy in Loksabha 2014,0,Y,INC,5661003,1080000,http://myneta.info/compare_profile.php?group_id=w5c3USPFE9xeBTbyTE,http://myneta.info/ls2014/candidate.php?candidate_id=9384
2305,50,BASANTI (SC),No,Graduate,Arnab Roy in West Bengal 2011,0,Y,INC,1361000,200000,http://myneta.info/compare_profile.php?group_id=w5c3USPFE9xeBTbyTE,http://myneta.info/westbengal2011/candidate.php?candidate_id=725
2310,56,Davanagere,No,10th Pass,Siddeswara.G.M in Lok Sabha 2009,0,Y,BJP,140248867,4263675,http://myneta.info/compare_profile.php?group_id=5n9fLuj6YiRQbh4xr4D5,http://myneta.info/ls2009/candidate.php?candidate_id=4599
2311,52,Davangere,No,10th Pass,G.M. SIDDESWARA in Lok Sabha 2004,0,Y,BJP,50282989,0,http://myneta.info/compare_profile.php?group_id=5n9fLuj6YiRQbh4xr4D5,http://myneta.info/loksabha2004/candidate.php?candidate_id=1717
2312,74,BELLARY,No,Post Graduate,N Y Hanumantappa in Loksabha 2014,0,Y,INC,22848300,0,http://myneta.info/compare_profile.php?group_id=hniyNwMgwXf3o5SetE9i,http://myneta.info/ls2014/candidate.php?candidate_id=2161
2313,69,Bellary,No,Post Graduate,N.Y.Hanumanthappa in Lok Sabha 2009,0,Y,INC,1925000,0,http://myneta.info/compare_profile.php?group_id=hniyNwMgwXf3o5SetE9i,http://myneta.info/ls2009/candidate.php?candidate_id=723
2314,64,Chitradurga,No,Post Graduate,N.Y. HANUMANTHAPPA in Lok Sabha 2004,0,Y,INC,6250000,0,http://myneta.info/compare_profile.php?group_id=hniyNwMgwXf3o5SetE9i,http://myneta.info/loksabha2004/candidate.php?candidate_id=1711
2317,46,DAVANAGERE,Yes,Graduate,S S Mallikarjun in Loksabha 2014,6,Y,INC,645637999,66208771,http://myneta.info/compare_profile.php?group_id=KCvVGyts82mf3Debmqrs,http://myneta.info/ls2014/candidate.php?candidate_id=601
2318,45,DAVANAGERE NORTH,Yes,Graduate,S.S.Mallikarjun in Karnataka 2013,5,Y,INC,602024677,126426169,http://myneta.info/compare_profile.php?group_id=KCvVGyts82mf3Debmqrs,http://myneta.info/karnataka2013/candidate.php?candidate_id=861
2319,42,Davanagere,Yes,Graduate,Mallikarjun.S.S in Lok Sabha 2009,1,Y,INC,357848779,138105045,http://myneta.info/compare_profile.php?group_id=KCvVGyts82mf3Debmqrs,http://myneta.info/ls2009/candidate.php?candidate_id=4627
2320,36,Davangere,No,Graduate,MALLIKARJUN S S in Lok Sabha 2004,0,Y,INC,210693494,19043113,http://myneta.info/compare_profile.php?group_id=KCvVGyts82mf3Debmqrs,http://myneta.info/loksabha2004/candidate.php?candidate_id=1718
2321,54,HARDWAR,Yes,Doctorate,Ramesh Pokhariyal Nishank in Loksabha 2014,1,Y,BJP,17917274,1860684,http://myneta.info/compare_profile.php?group_id=wVhiHEJrJFJkr4Tcdxi,http://myneta.info/ls2014/candidate.php?candidate_id=8381
2322,52,DOIWWALA,No,Doctorate,Ramesh Pokhriyal Nishank in Uttarakhand 2012,0,Y,BJP,13076819,2256000,http://myneta.info/compare_profile.php?group_id=wVhiHEJrJFJkr4Tcdxi,http://myneta.info/utt2012/candidate.php?candidate_id=255
2323,48,GODDA,Yes,Graduate,Pradip Yadav in Loksabha 2014,7,Y,JVM(P),10128031,38800,http://myneta.info/compare_profile.php?group_id=ttCQPqzWDDtAa8vtcyhj,http://myneta.info/ls2014/candidate.php?candidate_id=4736
2324,48,POREYAHAT,Yes,Graduate,Pradip Yadav in Jharkhand Election 2014,5,Y,JVM(P),9246325,0,http://myneta.info/compare_profile.php?group_id=ttCQPqzWDDtAa8vtcyhj,http://myneta.info/jharkhand2014/candidate.php?candidate_id=1095
2325,42,Godda,Yes,Graduate,PRADEEP YADAV in Lok Sabha 2009,2,Y,JVM,4832110,373516,http://myneta.info/compare_profile.php?group_id=ttCQPqzWDDtAa8vtcyhj,http://myneta.info/ls2009/candidate.php?candidate_id=4202
2326,42,Poreyahat,Yes,Graduate,Pradip Yadav in Jharkhand 2009,4,Y,JVM(P),4332149,373516,http://myneta.info/compare_profile.php?group_id=ttCQPqzWDDtAa8vtcyhj,http://myneta.info/jarka09/candidate.php?candidate_id=181
2327,38,Godda,Yes,Graduate,PRADEEP YADAV in Lok Sabha 2004,2,Y,BJP,2073126,0,http://myneta.info/compare_profile.php?group_id=ttCQPqzWDDtAa8vtcyhj,http://myneta.info/loksabha2004/candidate.php?candidate_id=1517
2328,56,DUMKA,No,Graduate,Babulal Marandi in Loksabha 2014,0,Y,JVM(P),6974656,0,http://myneta.info/compare_profile.php?group_id=9NfwdyGXV8hXCEDYoAGD,http://myneta.info/ls2014/candidate.php?candidate_id=4730
2329,56,DHANWAR,Yes,Graduate,Babulal Marandi in Jharkhand Election 2014,5,Y,JVM(P),6559771,0,http://myneta.info/compare_profile.php?group_id=9NfwdyGXV8hXCEDYoAGD,http://myneta.info/jharkhand2014/candidate.php?candidate_id=525
2330,56,GIRIDIH,Yes,Graduate,Babu Lal Marandi in Jharkhand Election 2014,5,Y,JVM(P),6539771,0,http://myneta.info/compare_profile.php?group_id=9NfwdyGXV8hXCEDYoAGD,http://myneta.info/jharkhand2014/candidate.php?candidate_id=907
2331,51,Kodarma,Yes,Graduate,Babu Lal Marandi in Lok Sabha 2009,1,Y,JVM,2137675,0,http://myneta.info/compare_profile.php?group_id=9NfwdyGXV8hXCEDYoAGD,http://myneta.info/ls2009/candidate.php?candidate_id=661
2332,45,Kodarma,No,Graduate,BABULAL MARANDI in Lok Sabha 2004,0,Y,BJP,500000,460000,http://myneta.info/compare_profile.php?group_id=9NfwdyGXV8hXCEDYoAGD,http://myneta.info/loksabha2004/candidate.php?candidate_id=1569
2333,51,GWALIOR,No,Graduate,Ashok Singh in Loksabha 2014,0,Y,INC,288174756,77611615,http://myneta.info/compare_profile.php?group_id=mfaSsBAnwdNPSEN7LU,http://myneta.info/ls2014/candidate.php?candidate_id=2953
2334,48,Gwalior,No,Graduate,ASHOK SINGH in Lok Sabha 2009,0,Y,INC,134970000,24585900,http://myneta.info/compare_profile.php?group_id=mfaSsBAnwdNPSEN7LU,http://myneta.info/ls2009/candidate.php?candidate_id=5106
2337,49,GWALIOR,No,Graduate,Deepak Kumar Bansal Rangwale (Prerak) in Loksabha 2014,0,Y,IND,4059104,264727,http://myneta.info/compare_profile.php?group_id=3ywwyaS23ciR4awcUSpQ,http://myneta.info/ls2014/candidate.php?candidate_id=2958
2338,44,Gwalior,No,Graduate,DEEPAK KUMAR BANSAL RANGWALE in Lok Sabha 2009,0,Y,IND,2478356,700000,http://myneta.info/compare_profile.php?group_id=3ywwyaS23ciR4awcUSpQ,http://myneta.info/ls2009/candidate.php?candidate_id=5121
2339,56,HAZARIBAGH,No,10th Pass,Tetri Urf Sheela Devi in Loksabha 2014,0,Y,BSP,5412000,3000,http://myneta.info/compare_profile.php?group_id=aLwLxYwpWtqpahSfo3bJ,http://myneta.info/ls2014/candidate.php?candidate_id=2841
2340,57,HAZARIBAGH,No,10th Pass,Tetri Alias Sheela Devi in Jharkhand Election 2014,0,Y,BSP,5412000,6000,http://myneta.info/compare_profile.php?group_id=aLwLxYwpWtqpahSfo3bJ,http://myneta.info/jharkhand2014/candidate.php?candidate_id=568
2341,57,KRISHNANAGAR,Yes,Graduate,Tapas Paul in Loksabha 2014,4,Y,AITC,27829669,0,http://myneta.info/compare_profile.php?group_id=8jngTeQCi6BoEUaxtW2R,http://myneta.info/ls2014/candidate.php?candidate_id=9422
2342,51,Krishnanagar,Yes,Graduate,TAPAS PAUL in Lok Sabha 2009,5,Y,AITC,9614227,0,http://myneta.info/compare_profile.php?group_id=8jngTeQCi6BoEUaxtW2R,http://myneta.info/ls2009/candidate.php?candidate_id=7340
2343,48,Alipore,Yes,Graduate,TAPAS PAUL in West Bengal 2006,1,Y,AITC,7002653,123259,http://myneta.info/compare_profile.php?group_id=8jngTeQCi6BoEUaxtW2R,http://myneta.info/wb2006/candidate.php?candidate_id=273
2344,40,PUNE,No,Graduate,Shashikant Bhikaji Owhal in Loksabha 2014,0,Y,IND,1318000,0,http://myneta.info/compare_profile.php?group_id=qKnxpEa6kxEoNWP7Uwe7,http://myneta.info/ls2014/candidate.php?candidate_id=3637
2345,41,CHINCHWAD,No,Graduate,Shashikant Bhikaji Ovhal in Maharashtra Election 2014,0,Y,Bahujan Mukti Party,1906000,0,http://myneta.info/compare_profile.php?group_id=qKnxpEa6kxEoNWP7Uwe7,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2577
2346,67,SANGANER,No,Graduate Professional,Ghanshyam Tiwari in Rajasthan 2013,0,Y,BJP,45301535,7193377,http://myneta.info/compare_profile.php?group_id=ZXN8DvXUBmDTHYhjhxL,http://myneta.info/rajasthan2013/candidate.php?candidate_id=340
2347,61,Jaipur,No,Graduate Professional,GHANSHYAM TIWARI in Lok Sabha 2009,0,Y,BJP,40640039,10830551,http://myneta.info/compare_profile.php?group_id=ZXN8DvXUBmDTHYhjhxL,http://myneta.info/ls2009/candidate.php?candidate_id=5833
2348,61,Sanganer,No,Graduate Professional,GHANSHYAM TIWARI in Rajasthan 2008,0,Y,BJP,40209637,7949963,http://myneta.info/compare_profile.php?group_id=ZXN8DvXUBmDTHYhjhxL,http://myneta.info/rj2008/candidate.php?candidate_id=213
2349,49,KORBA,No,Graduate,Dr.Urmila Singh Marko in Loksabha 2014,0,Y,Rashtriya Gondvana Party,3213305,0,http://myneta.info/compare_profile.php?group_id=s2EPbgNSxNpS8rsPAeR,http://myneta.info/ls2014/candidate.php?candidate_id=4650
2350,48,MARWAHI,No,Graduate,Urmila Marko in Chhattisgarh 2013,0,Y,Rashtriya Gondvana Party,2832906,0,http://myneta.info/compare_profile.php?group_id=s2EPbgNSxNpS8rsPAeR,http://myneta.info/chhattisgarh2013/candidate.php?candidate_id=578
2351,62,CHHOTA UDAIPUR,No,Post Graduate,Rathwa Ramsingbhai Patalbhai in Loksabha 2014,0,Y,BJP,39769675,9763903,http://myneta.info/compare_profile.php?group_id=rCA6KsxQM4DcrUVapeo,http://myneta.info/ls2014/candidate.php?candidate_id=4588
2352,57,Chhota Udaipur,No,10th Pass,RAMSINHBHAI PATALBHAI RATHAVA in Lok Sabha 2009,0,Y,BJP,10501785,6624317,http://myneta.info/compare_profile.php?group_id=rCA6KsxQM4DcrUVapeo,http://myneta.info/ls2009/candidate.php?candidate_id=5805
2355,74,SABARKANTHA,No,Post Graduate,Vaghela Shankersinh in Loksabha 2014,0,Y,INC,213576053,0,http://myneta.info/compare_profile.php?group_id=w6feSA3DKJXMWarvKV,http://myneta.info/ls2014/candidate.php?candidate_id=6551
2356,72,KAPADVANJ,No,Post Graduate,Sankersinh Laxmansinh Vaghela in Gujarat 2012,0,Y,INC,205080570,0,http://myneta.info/compare_profile.php?group_id=w6feSA3DKJXMWarvKV,http://myneta.info/gujarat2012/candidate.php?candidate_id=1784
