,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
652,71,Shimoga,Yes,Graduate,S. BANGARAPPA in Lok Sabha 2004,2,Y,BJP,33302318,8298000,http://myneta.info/compare_profile.php?group_id=8aRwiNareMmgPjakWdD,http://myneta.info/loksabha2004/candidate.php?candidate_id=1798
653,60,CHHOTA UDAIPUR,No,Post Graduate,Naranbhai Jemlabhai Rathwa in Loksabha 2014,0,Y,INC,40904985,850000,http://myneta.info/compare_profile.php?group_id=xUWjWJurQJ2DRnhdTxy,http://myneta.info/ls2014/candidate.php?candidate_id=4589
654,55,Chhota Udaipur,No,Graduate,NARANBHAI JEMLABHAI RATHWA in Lok Sabha 2009,0,Y,INC,12702727,952838,http://myneta.info/compare_profile.php?group_id=xUWjWJurQJ2DRnhdTxy,http://myneta.info/ls2009/candidate.php?candidate_id=2245
655,51,Chhota Udaipur,No,Post Graduate,NARANBHAI  RATHWA in Lok Sabha 2004,0,Y,INC,2793000,271125,http://myneta.info/compare_profile.php?group_id=xUWjWJurQJ2DRnhdTxy,http://myneta.info/loksabha2004/candidate.php?candidate_id=1082
660,37,Lucknow,Yes,10th Pass,DHEERAJ in Lok Sabha 2009,7,Y,IND,573000,98000,http://myneta.info/compare_profile.php?group_id=WWLUW9Q3m68wQtHUTNS,http://myneta.info/ls2009/candidate.php?candidate_id=5597
661,35,Moradabad West,Yes,10th Pass,DHEERAJ KACHAL in Uttar Pradesh 2007,8,Y,INC,477800,85000,http://myneta.info/compare_profile.php?group_id=WWLUW9Q3m68wQtHUTNS,http://myneta.info/up2007/candidate.php?candidate_id=1217
662,31,SAWAYAZPUR,Yes,12th Pass,Nitin Dwivedi in Uttar Pradesh 2012,1,Y,IND,3115500,1625000,http://myneta.info/compare_profile.php?group_id=sZUcVN9CNVnLEAyji9LS,http://myneta.info/up2012/candidate.php?candidate_id=5563
663,25,Lucknow,No,12th Pass,NITIN DWIVEDI in Lok Sabha 2009,0,Y,IND,135893,411346,http://myneta.info/compare_profile.php?group_id=sZUcVN9CNVnLEAyji9LS,http://myneta.info/ls2009/candidate.php?candidate_id=5598
664,55,THANESAR,No,10th Pass,Ashok Arora in Haryana Election 2014,0,Y,INLD,36780516,2968806,http://myneta.info/compare_profile.php?group_id=82i4gDjqApqoGGRCx8f4,http://myneta.info/haryana2014/candidate.php?candidate_id=190
665,50,Thanesar,No,10th Pass,Ashok Kumar Arora in Haryana 2009,0,Y,INLD,13425175,259063,http://myneta.info/compare_profile.php?group_id=82i4gDjqApqoGGRCx8f4,http://myneta.info/ha2009/candidate.php?candidate_id=229
666,50,Kurukshetra,No,10th Pass,ASHOK KUMAR ARORA in Lok Sabha 2009,0,Y,INLD,12499050,281694,http://myneta.info/compare_profile.php?group_id=82i4gDjqApqoGGRCx8f4,http://myneta.info/ls2009/candidate.php?candidate_id=6502
667,46,Thanesar,No,10th Pass,ASHOK KUMAR ARORA in Haryana 2005,0,Y,INLD,8537243,1056500,http://myneta.info/compare_profile.php?group_id=82i4gDjqApqoGGRCx8f4,http://myneta.info/hr2005/candidate.php?candidate_id=747
668,45,Karnal,No,10th Pass,ASHOK KUMAR ARORA in Lok Sabha 2004,0,Y,INLD,5974456,300000,http://myneta.info/compare_profile.php?group_id=82i4gDjqApqoGGRCx8f4,http://myneta.info/loksabha2004/candidate.php?candidate_id=1254
669,62,ROBERTSGANJ,No,Literate,Pakaudi Lal Kol in Loksabha 2014,0,Y,SP,17278483,0,http://myneta.info/compare_profile.php?group_id=povjUycwxm2NsU6ab2a,http://myneta.info/ls2014/candidate.php?candidate_id=9294
670,57,Robertsganj,No,Literate,PAKAURI LAL in Lok Sabha 2009,0,N,SP,1762515,0,http://myneta.info/compare_profile.php?group_id=povjUycwxm2NsU6ab2a,http://myneta.info/ls2009/candidate.php?candidate_id=1770
671,51,Robertsganj,No,Not Given,PAKAURI LAL in Lok Sabha 2004,0,N,SP,0,0,http://myneta.info/compare_profile.php?group_id=povjUycwxm2NsU6ab2a,http://myneta.info/loksabha2004/candidate.php?candidate_id=4855
672,54,ALLAHABAD,Yes,Post Graduate,Keshri Devi in Loksabha 2014,2,Y,BSP,83381189,9004927,http://myneta.info/compare_profile.php?group_id=uCdGWRhMDQvHycpjunFX,http://myneta.info/ls2014/candidate.php?candidate_id=8007
673,46,Phulpur,Yes,Post Graduate,KESHARI DEVI PATEL in Lok Sabha 2004,2,Y,BSP,6125610,211244,http://myneta.info/compare_profile.php?group_id=uCdGWRhMDQvHycpjunFX,http://myneta.info/loksabha2004/candidate.php?candidate_id=4765
674,51,SHRAWASTI,Yes,10th Pass,Atiq Ahmad in Loksabha 2014,42,Y,SP,259378861,0,http://myneta.info/compare_profile.php?group_id=VXNximgcU9ZJgGt3KjYa,http://myneta.info/ls2014/candidate.php?candidate_id=8313
675,49,ALLAHABAD WEST,Yes,8th Pass,Atiq Ahmad in Uttar Pradesh 2012,44,Y,AD,207974744,6310,http://myneta.info/compare_profile.php?group_id=VXNximgcU9ZJgGt3KjYa,http://myneta.info/up2012/candidate.php?candidate_id=907
676,41,Phulpur,Yes,8th Pass,ATIQUE AHAMAD in Lok Sabha 2004,36,Y,SP,33704071,0,http://myneta.info/compare_profile.php?group_id=VXNximgcU9ZJgGt3KjYa,http://myneta.info/loksabha2004/candidate.php?candidate_id=4764
677,57,MAYILADUTHURAI,Yes,10th Pass,Hyder Ali.S in Loksabha 2014,1,Y,Manithaneya Makkal Katchi,11248827,0,http://myneta.info/compare_profile.php?group_id=9St5rk4pZN7nXU32FsF,http://myneta.info/ls2014/candidate.php?candidate_id=7080
678,51,Chennai Central,Yes,10th Pass,HYDER ALI.S in Lok Sabha 2009,2,Y,MAMAK,2125367,0,http://myneta.info/compare_profile.php?group_id=9St5rk4pZN7nXU32FsF,http://myneta.info/ls2009/candidate.php?candidate_id=8823
679,38,NABARANGPUR,No,Graduate,Pradeep Kumar Majhi in Loksabha 2014,0,Y,INC,6978000,36000,http://myneta.info/compare_profile.php?group_id=TPnwYPmVtKNvWN5pE3Hv,http://myneta.info/ls2014/candidate.php?candidate_id=116
680,33,Nabarangpur,No,Graduate,Pradeep Kumar Majhi in Lok Sabha 2009,0,N,INC,850000,345830,http://myneta.info/compare_profile.php?group_id=TPnwYPmVtKNvWN5pE3Hv,http://myneta.info/ls2009/candidate.php?candidate_id=392
681,63,Amarpur,No,Post Graduate,KEDAR PRASAD SINGH in Bihar 2010,0,Y,SJP(R),5819000,0,http://myneta.info/compare_profile.php?group_id=onFUTy5PFHVALc9yvER,http://myneta.info/bih2010/candidate.php?candidate_id=2839
682,61,Banka,No,Post Graduate,KEDAR PRASAD SINGH in Lok Sabha 2009,0,Y,SJP(R),3564618,126858,http://myneta.info/compare_profile.php?group_id=onFUTy5PFHVALc9yvER,http://myneta.info/ls2009/candidate.php?candidate_id=5040
683,59,MUNGER,No,Post Graduate,Ram Badan Rai in Loksabha 2014,0,Y,SP,23860981,1000000,http://myneta.info/compare_profile.php?group_id=CnaEbWzcr4z73jU6rDTW,http://myneta.info/ls2014/candidate.php?candidate_id=2703
684,54,Munger,Yes,Post Graduate,RAM BADAN ROY in Lok Sabha 2009,1,Y,RJD,5086010,857332,http://myneta.info/compare_profile.php?group_id=CnaEbWzcr4z73jU6rDTW,http://myneta.info/ls2009/candidate.php?candidate_id=5050
685,68,DUM DUM,No,Doctorate,Asim Kumar Dasgupta in Loksabha 2014,0,Y,CPI(M),7216237,0,http://myneta.info/compare_profile.php?group_id=VHFFw9aVyDafb7YfKFfg,http://myneta.info/ls2014/candidate.php?candidate_id=9358
686,65,KHARDAHA,No,Doctorate,Asim Kumar Dasgupta in West Bengal 2011,0,Y,CPM,3937790,0,http://myneta.info/compare_profile.php?group_id=VHFFw9aVyDafb7YfKFfg,http://myneta.info/westbengal2011/candidate.php?candidate_id=640
687,61,Khardah,No,Doctorate,ASIM KUMAR DASGUPTA  in West Bengal 2006,0,Y,CPM,3081397,0,http://myneta.info/compare_profile.php?group_id=VHFFw9aVyDafb7YfKFfg,http://myneta.info/wb2006/candidate.php?candidate_id=383
688,31,MANDYA,No,12th Pass,Divya Spandana Uruf Ramya in Loksabha 2014,0,Y,INC,28043931,5530653,http://myneta.info/compare_profile.php?group_id=jGAneC9gqycp6N72ykii,http://myneta.info/ls2014/candidate.php?candidate_id=2565
689,30,MANDYA : BYE- ELECTION ON 21-08-2013,No,12th Pass,Divya Spandana @ Ramya in Lok sabha Bye election 2012,0,Y,INC,21592976,5223998,http://myneta.info/compare_profile.php?group_id=jGAneC9gqycp6N72ykii,http://myneta.info/lsbye2012/candidate.php?candidate_id=83
690,55,KALAHANDI,Yes,Graduate Professional,Bhakta Charan Das in Loksabha 2014,1,Y,INC,11516583,3875982,http://myneta.info/compare_profile.php?group_id=ug6s5VP4dddQjyJbKkDT,http://myneta.info/ls2014/candidate.php?candidate_id=814
691,52,Kalahandi,Yes,Graduate Professional,Bhakta Charan Das in Lok Sabha 2009,4,Y,INC,5582100,2061217,http://myneta.info/compare_profile.php?group_id=ug6s5VP4dddQjyJbKkDT,http://myneta.info/ls2009/candidate.php?candidate_id=1166
692,45,Kalahandi,Yes,Graduate Professional,BHAKTA CHARAN DAS in Lok Sabha 2004,1,Y,INC,3474860,1664692,http://myneta.info/compare_profile.php?group_id=ug6s5VP4dddQjyJbKkDT,http://myneta.info/loksabha2004/candidate.php?candidate_id=2913
693,41,JHARGRAM,No,10th Pass,Rampada Hansda in Loksabha 2014,0,Y,Amra Bangalee,0,0,http://myneta.info/compare_profile.php?group_id=QAHcjcFGF5ABRMRMFDE4,http://myneta.info/ls2014/candidate.php?candidate_id=8255
694,37,BINPUR (ST),No,10th Pass,Rampada Hansda in West Bengal 2011,0,Y,Amra Bangalee,7030,0,http://myneta.info/compare_profile.php?group_id=QAHcjcFGF5ABRMRMFDE4,http://myneta.info/westbengal2011/candidate.php?candidate_id=1242
695,53,LATEHAR (SC),No,Graduate,Brajmohan Ram in Jharkhand Election 2014,0,Y,BJP,8286982,768951,http://myneta.info/compare_profile.php?group_id=JjzWeCjrKjBgLiR5tWKx,http://myneta.info/jharkhand2014/candidate.php?candidate_id=114
696,48,Palamau,No,Graduate,BRAJMOHAN RAM in Lok Sabha 2009,0,Y,IND,8968000,1000000,http://myneta.info/compare_profile.php?group_id=JjzWeCjrKjBgLiR5tWKx,http://myneta.info/ls2009/candidate.php?candidate_id=1293
697,46,Palamau,No,Graduate,BRAJ MOHAN RAM in Lok Sabha 2004,0,Y,BJP,3250000,1100000,http://myneta.info/compare_profile.php?group_id=JjzWeCjrKjBgLiR5tWKx,http://myneta.info/loksabha2004/candidate.php?candidate_id=1593
698,65,ETAH,Yes,Doctorate,Kunwar Devendra Singh Yadav in Loksabha 2014,1,Y,SP,1249971797,77123717,http://myneta.info/compare_profile.php?group_id=cdARCaEMPrKZv8h2DUT,http://myneta.info/ls2014/candidate.php?candidate_id=4271
699,60,Etah,Yes,Doctorate,KUNWAR DEVENDRA SINGH YADAV in Lok Sabha 2009,2,Y,BSP,208759178,22400000,http://myneta.info/compare_profile.php?group_id=cdARCaEMPrKZv8h2DUT,http://myneta.info/ls2009/candidate.php?candidate_id=7221
700,51,GANGAVATHI,No,12th Pass,Iqbal Ansari in Karnataka 2013,0,Y,JD(S),216626317,34337786,http://myneta.info/compare_profile.php?group_id=YpsrMmzHKxcwvebcf5pP,http://myneta.info/karnataka2013/candidate.php?candidate_id=122
701,50,Koppal,Yes,12th Pass,Iqbal Ansari in Lok Sabha 2009,2,Y,JD(S),143795090,19753700,http://myneta.info/compare_profile.php?group_id=YpsrMmzHKxcwvebcf5pP,http://myneta.info/ls2009/candidate.php?candidate_id=1299
702,46,Bangalore Rural,Yes,10th Pass,KRISHNAPPA in Lok Sabha 2009,1,Y,IND,266000,465000,http://myneta.info/compare_profile.php?group_id=xoz5tTreN2rSDHXoxo3X,http://myneta.info/ls2009/candidate.php?candidate_id=1161
703,61,Bangalore Central,No,Graduate,K. Prabhakara Reddy in Lok Sabha 2009,0,Y,KCVP,96737000,400000,http://myneta.info/compare_profile.php?group_id=xoz5tTreN2rSDHXoxo3X,http://myneta.info/ls2009/candidate.php?candidate_id=1749
708,68,MAHARAJGANJ,No,Graduate Professional,Brinda Pathak in Loksabha 2014,0,Y,IND,7890000,0,http://myneta.info/compare_profile.php?group_id=RVncbBi6EMnvsJWVq2Qk,http://myneta.info/ls2014/candidate.php?candidate_id=8529
709,63,Maharajganj,No,Graduate,Brinda Pathak in Lok Sabha 2009,0,Y,IND,2310000,0,http://myneta.info/compare_profile.php?group_id=RVncbBi6EMnvsJWVq2Qk,http://myneta.info/ls2009/candidate.php?candidate_id=975
710,39,BIRBHUM,No,Graduate,Nurul Islam in Loksabha 2014,0,Y,JD(U),200038,0,http://myneta.info/compare_profile.php?group_id=zMttRowQuNbTPD5i92k,http://myneta.info/ls2014/candidate.php?candidate_id=6020
711,37,NALHATI : BYE ELECTION ON 23-2-2013,No,Graduate,Nurul Islam (Swapan) in West Bengal Bye Election 2013,0,Y,JP,70000,70000,http://myneta.info/compare_profile.php?group_id=zMttRowQuNbTPD5i92k,http://myneta.info/westbengal2013bye/candidate.php?candidate_id=21
712,59,VIDISHA,No,Graduate,Lakshman Singh in Loksabha 2014,0,Y,INC,83783624,17068702,http://myneta.info/compare_profile.php?group_id=TohZz9HXSCnrBtmy99tH,http://myneta.info/ls2014/candidate.php?candidate_id=5232
713,54,Rajgarh,No,Graduate,LAKSHMAN SINGH in Lok Sabha 2009,0,Y,BJP,84812156,3831838,http://myneta.info/compare_profile.php?group_id=TohZz9HXSCnrBtmy99tH,http://myneta.info/ls2009/candidate.php?candidate_id=5197
714,64,Kasaragod,Yes,Post Graduate,P.Karunakaran in Lok Sabha 2009,12,N,CPM,17823645,0,http://myneta.info/compare_profile.php?group_id=wZD9V4Z4u2XpoXqXUThM,http://myneta.info/ls2009/candidate.php?candidate_id=507
715,59,Kasaragod,Yes,Post Graduate,P. KARUNAKARAN in Lok Sabha 2004,20,Y,CPM,5190249,10330,http://myneta.info/compare_profile.php?group_id=wZD9V4Z4u2XpoXqXUThM,http://myneta.info/loksabha2004/candidate.php?candidate_id=1886
716,74,RATIA (SC),No,Graduate,Mange Ram in Haryana Election 2014,0,Y,BSP,6220647,0,http://myneta.info/compare_profile.php?group_id=4Ksx5dbcBYPm8k6HBXs,http://myneta.info/haryana2014/candidate.php?candidate_id=389
717,73,SIRSA,No,Graduate,Mange Ram in Loksabha 2014,0,Y,BSP,6507759,0,http://myneta.info/compare_profile.php?group_id=4Ksx5dbcBYPm8k6HBXs,http://myneta.info/ls2014/candidate.php?candidate_id=419
718,38,SIRSA,Yes,Doctorate,Ashok Tanwar in Loksabha 2014,1,Y,INC,72777188,11222039,http://myneta.info/compare_profile.php?group_id=zuxZCvmZjJct79StqQZy,http://myneta.info/ls2014/candidate.php?candidate_id=418
719,33,Sirsa,Yes,Post Graduate,ASHOK TANWAR in Lok Sabha 2009,2,Y,INC,23664959,0,http://myneta.info/compare_profile.php?group_id=zuxZCvmZjJct79StqQZy,http://myneta.info/ls2009/candidate.php?candidate_id=6527
720,39,BANGALORE RURAL,No,Post Graduate,Ravi Krishna Reddy in Loksabha 2014,0,Y,AAP,54433258,0,http://myneta.info/compare_profile.php?group_id=MycK9ZwxCVEWPaqGZXmn,http://myneta.info/ls2014/candidate.php?candidate_id=858
721,38,B.T.M LAYOUT,No,Post Graduate,Ravi Krishnareddy in Karnataka 2013,0,Y,LSP,22738109,0,http://myneta.info/compare_profile.php?group_id=MycK9ZwxCVEWPaqGZXmn,http://myneta.info/karnataka2013/candidate.php?candidate_id=1148
722,48,SADHAURA (SC),No,8th Pass,Phool Chand in Haryana Election 2014,0,Y,IND,3065000,0,http://myneta.info/compare_profile.php?group_id=XZQi9Df5XP3UPLSLKfd7,http://myneta.info/haryana2014/candidate.php?candidate_id=717
723,57,AMBALA,No,8th Pass,Phool Chand in Loksabha 2014,0,Y,IND,3750000,0,http://myneta.info/compare_profile.php?group_id=XZQi9Df5XP3UPLSLKfd7,http://myneta.info/ls2014/candidate.php?candidate_id=411
724,42,SADHAURA (SC),No,Graduate Professional,Arun Kumar in Haryana Election 2014,0,Y,CPI,453000,0,http://myneta.info/compare_profile.php?group_id=Nb3vHiJJxHLGSnY5ncFE,http://myneta.info/haryana2014/candidate.php?candidate_id=350
725,42,AMBALA,No,Graduate Professional,Arun Kumar in Loksabha 2014,0,Y,CPI,450000,0,http://myneta.info/compare_profile.php?group_id=Nb3vHiJJxHLGSnY5ncFE,http://myneta.info/ls2014/candidate.php?candidate_id=410
726,49,KOTTAYAM,No,Post Graduate,Jose K Mani in Loksabha 2014,0,Y,KC(M),26236371,0,http://myneta.info/compare_profile.php?group_id=LaAgSyV8nde9E6zyHt3M,http://myneta.info/ls2014/candidate.php?candidate_id=11
727,44,Kottayam,No,Post Graduate,Jose K Mani in Lok Sabha 2009,0,Y,KEC(M),9651729,0,http://myneta.info/compare_profile.php?group_id=LaAgSyV8nde9E6zyHt3M,http://myneta.info/ls2009/candidate.php?candidate_id=1577
728,39,Muvattupuzha,No,Post Graduate,JOHNY MANI in Lok Sabha 2004,0,Y,IND,6537574,0,http://myneta.info/compare_profile.php?group_id=LaAgSyV8nde9E6zyHt3M,http://myneta.info/loksabha2004/candidate.php?candidate_id=1939
729,52,MAVELIKKARA,Yes,Graduate Professional,Kodikunnil Suresh in Loksabha 2014,1,Y,INC,13251330,3439654,http://myneta.info/compare_profile.php?group_id=iefTjwPxCdhjNwFCXvLo,http://myneta.info/ls2014/candidate.php?candidate_id=13
730,46,Mavelikkara,Yes,Graduate Professional,Kodikunnil Suresh in Lok Sabha 2009,4,N,INC,1652747,77210,http://myneta.info/compare_profile.php?group_id=iefTjwPxCdhjNwFCXvLo,http://myneta.info/ls2009/candidate.php?candidate_id=1614
731,0,Adoor,No,Not Given,KODIKUNNIL SURESH in Lok Sabha 2004,0,N,INC,1544408,0,http://myneta.info/compare_profile.php?group_id=iefTjwPxCdhjNwFCXvLo,http://myneta.info/loksabha2004/candidate.php?candidate_id=1814
732,45,UJIARPUR,Yes,Graduate Professional,Alok Kumar Mehta in Loksabha 2014,4,Y,RJD,51615071,3661335,http://myneta.info/compare_profile.php?group_id=7oW3dA7wYvLarZ3vzb,http://myneta.info/ls2014/candidate.php?candidate_id=8518
733,35,Samastipur,No,Graduate Professional,ALOK KUMAR MEHTA in Lok Sabha 2004,0,Y,RJD,6794434,0,http://myneta.info/compare_profile.php?group_id=7oW3dA7wYvLarZ3vzb,http://myneta.info/loksabha2004/candidate.php?candidate_id=813
734,69,RAJAMPET,No,12th Pass,Annayyagari Sai Prathap in Loksabha 2014,0,Y,INC,11011974,4332082,http://myneta.info/compare_profile.php?group_id=7QNB5KRx62sn9QqLkTS,http://myneta.info/ls2014/candidate.php?candidate_id=8512
735,56,BURARI,No,12th Pass,Ganesh Pal in Delhi 2013,0,Y,Bharatiya Sarvodaya Kranti Party,398500,0,http://myneta.info/compare_profile.php?group_id=XNRcaw4X4W8AvpoKmbG7,http://myneta.info/delhi2013/candidate.php?candidate_id=524
736,52,North East Delhi,No,12th Pass,GANESH PAL in Lok Sabha 2009,0,Y,BSKP,1517000,0,http://myneta.info/compare_profile.php?group_id=XNRcaw4X4W8AvpoKmbG7,http://myneta.info/ls2009/candidate.php?candidate_id=7607
737,51,Burari,No,10th Pass,GANESH PAL in Delhi 2008,0,Y,BSKP,391115,0,http://myneta.info/compare_profile.php?group_id=XNRcaw4X4W8AvpoKmbG7,http://myneta.info/dl2008/candidate.php?candidate_id=573
738,33,CHAMARAJANAGAR,No,Graduate,Surendra B. P. in Loksabha 2014,0,Y,Sarva Janata Party,272500,0,http://myneta.info/compare_profile.php?group_id=avhe8tExwipUrdMM9uuS,http://myneta.info/ls2014/candidate.php?candidate_id=3762
739,33,T. NARASIPUR,No,Graduate,Surendra B.P. in Karnataka 2013,0,Y,IND,272500,0,http://myneta.info/compare_profile.php?group_id=avhe8tExwipUrdMM9uuS,http://myneta.info/karnataka2013/candidate.php?candidate_id=2603
740,49,Madhepura,No,Doctorate,PROF. RAVINDRA CHARAN YADAV in Lok Sabha 2009,0,Y,RJD,4907846,3036801,http://myneta.info/compare_profile.php?group_id=sKj38kpBb9HKFy3pFxMK,http://myneta.info/ls2009/candidate.php?candidate_id=4959
741,50,Kishanganj,No,Doctorate,PROF. RABINDRA CHARAN YADAV in Bihar 2005,0,Y,IND,2326831,0,http://myneta.info/compare_profile.php?group_id=sKj38kpBb9HKFy3pFxMK,http://myneta.info/bih2005/candidate.php?candidate_id=222
742,40,THANE,No,8th Pass,Najakatali Kabir Ansari in Loksabha 2014,0,Y,IND,2054916,0,http://myneta.info/compare_profile.php?group_id=L449zBvoDwPDAaKzZh,http://myneta.info/ls2014/candidate.php?candidate_id=5641
743,41,THANE,No,8th Pass,Ansari Nazakat Ali in Maharashtra Election 2014,0,Y,IND,2155542,0,http://myneta.info/compare_profile.php?group_id=L449zBvoDwPDAaKzZh,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4812
744,50,NEW DELHI,Yes,Post Graduate,Ajay Maken in Loksabha 2014,1,Y,INC,61098675,500000,http://myneta.info/compare_profile.php?group_id=Ek274r9bF6Yx5zW9dVA,http://myneta.info/ls2014/candidate.php?candidate_id=495
745,0,MINISTER,No,Not Given,Shri Ajay Maken in Union Council of Ministers  2011,0,N,INC,45246280,0,http://myneta.info/compare_profile.php?group_id=Ek274r9bF6Yx5zW9dVA,http://myneta.info/unionministers2011/candidate.php?candidate_id=36
746,46,CHANDNI CHOWK,No,12th Pass,Bir Singh Soni in Loksabha 2014,0,Y,IND,1030100,0,http://myneta.info/compare_profile.php?group_id=LuiXJSdaVpkm2ZRfbv,http://myneta.info/ls2014/candidate.php?candidate_id=980
747,41,Chandni Chowk,No,12th Pass,BEER SINGH in Lok Sabha 2009,0,Y,IND,78700,0,http://myneta.info/compare_profile.php?group_id=LuiXJSdaVpkm2ZRfbv,http://myneta.info/ls2009/candidate.php?candidate_id=7573
748,45,PATIALA,No,8th Pass,Rajinder Singh Pawar in Loksabha 2014,0,Y,IND,11511278,0,http://myneta.info/compare_profile.php?group_id=CExcF5orbtzoq7C8ZexW,http://myneta.info/ls2014/candidate.php?candidate_id=7863
749,44,MOGA : BYE- ELECTION ON 23-02-2013,No,8th Pass,Rajinder Singh in Punjab Bye Election 2013,0,Y,IND,11424497,0,http://myneta.info/compare_profile.php?group_id=CExcF5orbtzoq7C8ZexW,http://myneta.info/punjab2013bye/candidate.php?candidate_id=10
750,43,SANOUR,No,8th Pass,Rajinder Singh in Punjab 2012,0,Y,IND,13341649,0,http://myneta.info/compare_profile.php?group_id=CExcF5orbtzoq7C8ZexW,http://myneta.info/pb2012/candidate.php?candidate_id=987
751,39,MALKAJGIRI,No,Graduate,Jajula Bhaskar in Loksabha 2014,0,Y,Shramajeevi Party,2611000,0,http://myneta.info/compare_profile.php?group_id=wPHJJc5rezfGNAzvmT3q,http://myneta.info/ls2014/candidate.php?candidate_id=7866
752,39,MEDAK : BYE ELECTION ON 13-09-2014,No,Graduate,Jajula Bhaskar in Loksabha 2014,0,Y,Shrama Jeevi Party,2611000,0,http://myneta.info/compare_profile.php?group_id=wPHJJc5rezfGNAzvmT3q,http://myneta.info/ls2014/candidate.php?candidate_id=9850
753,36,BANSWADA : BYE - ELECTION ON 13-10-2011,No,Not Given,Bhaskar Jajula in Andhra Pradesh Bye Election,0,Y,IND,0,0,http://myneta.info/compare_profile.php?group_id=wPHJJc5rezfGNAzvmT3q,http://myneta.info/apbye/candidate.php?candidate_id=39
754,37,ALLAGADDA : BYE ELECTION ON 12-06-2012,No,Not Given,Jajula Bhaskar in Andhra Pradesh Bye Election,0,Y,IND,0,0,http://myneta.info/compare_profile.php?group_id=wPHJJc5rezfGNAzvmT3q,http://myneta.info/apbye/candidate.php?candidate_id=244
755,34,MALKAJGIRI,No,Literate,Jajula Bhaskar in Andhra Pradesh 2009,0,Y,IND,0,0,http://myneta.info/compare_profile.php?group_id=wPHJJc5rezfGNAzvmT3q,http://myneta.info/ap09/candidate.php?candidate_id=1447
