,IPC_sections,Other,serial_no,type,url,year_election
5596,"[147, 148, 388, 353, 332, 336, 307]"," 3 of Public Act & 17 of 27 Arms Act, Crime no 153/2006 Suchindrum PS Kanyakumari Dist Tamilnadu Date 25-11-2013 SC No 53/2013, 1st Additional Sessions Judge Nagercoil, 25-11-2013, SC No.53/2013 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7033,2014
5597,"[147, 148, 341, 324, 427, 307]"," 3(1)TNPPDL ACT,  C.NO.606/2006 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5598,"[147, 323, 294(b), 506(i)]", C.NO.221/08 , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5599,"[416, 419, 463, 464, 465, 471, 474]"," 31 Representation of People Act,C.C.NO.11/2006
C.C.NO.12/2006
C.C.NO. 13/2006 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5600,"[416, 419, 463, 464, 465, 471, 474]"," 31 Representation of People Act, C.C.NO. 64/2006
C.C.NO. 65/2006 C.C.NO. 66/2006 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5601,"[416, 419, 463, 464, 465, 471, 474]"," 31 Representation of People Act, C.C.NO. 308/2007
C.C.NO. 309/2007
C.C.NO. 310/2007 ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5602,"[416, 419, 463, 464, 465, 471, 474]"," 31 Representation of People Act, C.C.NO. 184/2007
C.C.NO. 185/2007
C.C.NO. 186/2007
C.C.NO. 187/2007 C.C.NO. 188/2007 C.C.NO. 189/2007 ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5603,"[416, 419, 463, 464, 465, 471, 474]"," 31 Representation of People Act, C.C.NO. 33/2006
C.C.NO. 34/2006
C.C.NO. 35/2006 ", 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8591,2009
5604,"[147, 148, 325, 504, 506, 447, 120B]", 2nd Class Magistrate Varanasi Case No-1241/2013 , 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9289,2014
5605,"[364, 302, 201, 34]"," 27 Arms Act For Kidnapping & Murder.Case no.9/96, Sessions Trial No. 81/97 Police Station  Masharak Panapur Date 10.05.1996 C.J.M. Saran At Chapra. For Revision  Etc. If Any Filed Against Above Order Taking Cognizance Cr.Misc.No. 57855 of 2007 Has Been Filed Before The Hon'ble Patna High Court Challenging The Order Of The Learned Court Below By Which Summons Were Issued And The Hon'ble High Court. Patna Has Stayed The Further Proceeding Till The Disposal Of The Said Application  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5606,"[302, 120B, 109, 149]"," U/S 319 Cr.P.C. Case no.38/98, ST.No. 62/2000 Police Station Masharak Learned 6th A.D.J. Saran Date 05.09.2003 For Revision Etc. If Any Filed Against Above Order Taking Cognizance Dismissed By The Hon'ble High Court & Hon'ble Supreme Court  ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5607,"[147, 457, 511, 504]", Case no.266/99 Police Station Masharak Panpaur  Date 28.09.2012 The Chief Judicial Magistrate Saran  For Revision Etc. If Any Filed Against Above Order Taking Cognizance  , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5608,"[324, 307, 34]"," 27 Arms act. Case no.191/95, U.T.No. 397/2009 Chief Judicial Magistrate Saran At Chapra Police Station Masharak Date 25.08.2006 For Revision Etc. If Any Filed Against Above Order Taking Cognizance  ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5609,"[147, 148, 149, 307]", 27 Arms Act. Case no. 199/99 U.T. No. 394/2009 Police Station Masharak Learned Chief Judicial Magistrate Saran At Chapra Date 28.08.2006 For Revision Etc. If Any Filed Against The Order Taking Cognizance  , 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5610,"[342, 364A, 379]"," Case no.222/99 U.T.No. 90/2009, Sri V.P. Tiwari J.M. Ist Case Chapra Saran. Date 09.08.2006, For Revision Etc. If Any Filed Against The Order Taking Cognizance Police Station Masharak ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5611,"[307, 427, 34]"," 27 Arms Act. Case no.36/2006, U.T. No. 55/2009, Chief Judicial Magistrate Saran At Chapra Police Station Baniyapur  Date 29.11.2007 For Revision Etc. If Any filed Against The Order Taking Cognizance ", 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=984,2009
5612,"[380, 448, 427, 34]"," FIR NO 17, Date 05-04-12 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7784,2014
5613,"[336, 341, 506B, 34]"," J.M.F.C. GWALIOR, 520/2008, 261/2008 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5105,2009
5614,"[143, 149, 336, 447, 504, 506]"," R.T.C. No.58/04, Fir no.. 216/03, Shrigonda police station, Ahmednagar, Maharashtra, Vankshetratun,  first class judicial magistrate court shreegonda,  date. 07-10-03 case file 28/1/14 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3490,2014
5615,"[143, 147, 149, 341, 427, 323]"," RTC 184/02, FIR No. 274/02, Shrigonda police station, Ahmednagar, Maharashtra, irst class judicial magistrate court shreegonda, ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3490,2014
5616,"[454, 380, 423, 34]"," RTC 141/97, FIR No.147/97 Shrigonda police station, Ahmednagar, Maharashtra, irst class judicial magistrate court shreegonda, ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3490,2014
5617,"[353, 332, 120B, 143, 147]"," First class judicial magistrate Shrigonda FRI no. RTC 165/05, date. 14/03/2005 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3490,2014
5618,"[353, 332]"," First class judicial magistrate Shrigonda,  RTC. 11/14, date.14/12/2013, ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3490,2014
5619,"[143, 341]"," First class judicial magistrate Shrigonda FRI no. RTC 906/05, Date.15/10/2005, ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3490,2014
5620,"[341, 186]"," Case No. 33/87, Dt. 30.11.87, G.R. Case No. 791/87, Dt. 30.05.90 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5931,2009
5621,"[147, 149, 336, 186, 353, 379, 511]"," Islampur P.S. Case No. 8/87, Dt. 07.12.87, G.R. 800/87 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5931,2009
5622,"[147, 149, 186, 353, 379]"," Islampur P.S. Case No. 7/87, Dt. 07.12.87, G.R. 799/87 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5931,2009
5623,"[147, 149, 353, 379, 511]",  , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5931,2009
5624,"[147, 149, 136, 151, 152, 506, 332, 427, 153, 341, 436, 294, 337, 427, 131, 143, 188, 341, 186]"," 135 B.P. Act & D.P.P Act, Case No. 74/1983 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5625,[], Case No. 45/1987 , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5626,[], Case No. 12467/1990 , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5627,[], Case No. 8600/2000 , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5628,[], Case No. 6635/1988 , 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5629,[], Case No. 1239/2000 , 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5630,[], Case No. 3901/2000 , 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5631,[], Case No. 4270/2000 , 8,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5632,[], Case No. 2998/2001 , 9,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5633,[], Case No. 1003/2002 , 10,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5634,[], Case No. 10218/2004 , 11,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5635,[], Case No. 9492/2004 , 12,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5636,[], Case No. 436/2004 , 13,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5637,[], Case No. 7683/2005 , 14,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5638,[], Case No. 10564/2005 , 15,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5639,[], Case No. 2757/2000 , 16,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5640,[], Case No. 2951/2001 , 17,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5641,[], Case No. 1885/2002 , 18,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5642,[], Case No. 14965/2003 , 19,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5643,[], Case No. 14833/2003 , 20,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5644,[], Case No. 328/2000 , 21,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5645,[], Case No. 326/2000 , 22,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5646,[], Case No. 3748/1999 , 23,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5647,[], Case No. 5/2008 , 24,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5648,[], Case No. 427/2001 , 25,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5649,[], Case No. 253/1998 , 26,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5650,[], Case No. 640/1998 , 27,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5651,[], Case No. 5795/2002 , 28,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5652,[], Case No. 2899/2007 , 29,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5653,[], Case No. 2539/2007 , 30,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=232,2009
5654,"[147, 148, 326, 324, 307, 384, 149]"," Cr.No.104/2012, Of Taluk P.S. Kadapa/ YSR Dist, AP, P.R.C. No.30/2013 on the IInd Addl. J.F.C.M. Kadapa ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8920,2014
5655,"[147, 148, 324, 326, 509, 506, 149]"," Sec.3(1)(x)of SC ST Act. Cr.No. 61/2009 of Pendlimarry P.S. of Y.S.R. Dist A.P., Stayed by Hon'ble High Court of AP Hyderabad in W.P.M.P. No. 5225/2012 in W.P.No. 4154/2012 of Date 16.02.2012 ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8920,2014
5656,"[147, 148, 447, 427, 435, 436, 324, 149]"," Cr. No.149/2009 Of Pendlimarry P.S Of Y.S.R. Dist. AP, P.R.C. No.8/2012 on the 2nd Addl. J.F.C.M. Kadapa ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8920,2014
5657,[420],  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=828,2009
5658,[420],  , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=828,2009
5659,[406],  , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=828,2009
5660,"[188, 171(F)]"," Samatipur Nagar P.S. Case No.490/2005, GR No.1838/05, Court D.R.Tirpathi, CJM, Congition Date-13/1/2007, Charged Framed Court Shiv Kumar Judicial Magistrate First Class,Samastipur, Date-24/1/2011 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6786,2014
5661,"[468, 469, 471, 420, 34]"," FIR No. 0210/15-10-2007 High Ground  Banglore City/ Karnataka, 8th  ACMM /Banglore/4531/2008/Court Cognition Date  28.02.08, And  Charge Framed On 30.06.2011 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6787,2014
5662,"[147, 148, 448, 323, 353, 337, 120B]",  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=746,2004
5663,[BAD SCAN],  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=937,2004
5664,"[147, 148, 324, 427, 290, 506, 149]"," Cr No-20/2010 Bejjur PS Aditabad Distt,Court - Junior First Class Magistrate Sirpur(T) Adilabad,CC No-314/2010, Cognizabnce Date - 24/08/2010, Court Which Framed The Charge - Junior First Class Magistrate Sirpur(T) Adilabad District, Date on Which the Charge Was Framed- 24-8-2010 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6467,2014
5665,[]," One rit Petition WP No 18324 of 98id pending before the Honourable High Court, Chennai and another appeal is pending before the State Consumer Commission. Chennai ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3654,2004
5666,"[148, 147, 149, 323, 324]"," The Allegation Against me is that on 2004, I Was a Member of on unlaw the assembly and committed an offence of rioting and voluntarily caused hurt to ramloilash yadow with iron rod. Aurangabad, P.S. Case No. 209/04, Dated 8.02.2005, Chief Judicial Magistrate, Aurangabad ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=929,2009
5667,"[426, 427]"," The allegation against me is that I have Committed misctief by putting a flag on Govt. building. Aurangabad P.S. Non F.I.R. No. 12/98, 4/98, Tr. No. 1376/09, Dated 7.02.1998, Chief Judicial Magistrate, Aurangabad ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=929,2009
5668,"[147, 148, 149, 447, 427, 379]"," The allegation against me is that on 9.08.2005 I was a member of an unlawful assembly and allotted the assembly for rioting criminal trespass, Mischief by breaking the glass is the vehicles and these in sadar hospital aurangabad. P.S. Case No. 333/05, G.R. No. 1461/05, T.R. No. 1093/09, Dated 04.08.2006, Assistant Chief Judicial Magistrate, Aurangabad ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=929,2009
5669,"[147, 148, 149, 337, 323]"," The allegation against me is that on 3.04.1998, while I was arrested in connection with aurangabad (Town) P.S. Case No. 165/9 I was a member of an unlawful assembly, committed on offence of rioting in the campus of town police station at aurangabad and voluntarily caused hurt to the Police pernornals by pelting  stnes. P.S. Case No. 166/98, G.R. No. 649/98, T.R. No. 723/09, Dated 17.04.1999, Assistant Chief Judicial Magistrate, Aurangabad ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=929,2009
5670,"[302, 307, 147, 148, 149, 120]"," F.I.R. NO.52/08, P.S. KASHI DIST. OSMANABAD, STATE MAHARASHTRA, JUDICIAL MAGISTRATE FIRST CLASS, DT. 12/6/08 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3712,2009
5671,"[143, 341, 149]"," Addl Civil Judge(Jr.Dn)JMFC Badami Dist:Bagalkot,CC No.:120/2011,Date:28-11-2011 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1060,2014
5672,"[302, 34]"," CASE NO. S.C. NO.15/2006, ADDITIONAL SESSION COURT, DT. 2008 JANUARY ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3710,2009
5673,"[171G, 34]", Case No. 1807/97 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3717,2009
5674,[323]," ADJ-3 Udaipur,Case No-32/1998, dt.01-12-1998, 3 months 6 days, 100 rs. punishment, Case revision filed D.B.Crime, L.L.O.D. No.411/99 ", 1,Convict,http://myneta.info/ls2014/candidate.php?candidate_id=2448,2014
5675,"[409, 420, 467, 468, 471, 120B]"," FIR No.303 dated 22/4/1997, P.S.City Bahadurgarh(Jhajjar), Court S.D.J.M.Bahadurgarh(Jhajjar) ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6660,2009
5676,"[406, 420, 166, 120B]"," FIR No.8 dated 16/1/2007, P.S.City Bahadurgarh, Court S.D.J.M.Bahadurgarh(Jhajjar), Cognizance Date-15/4/2009 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6660,2009
5677,"[147, 149, 186, 323, 325, 332, 353, 427]"," FIR No.- 66/2008
P.S Mandir Marg Delhi Section-3 Public Property Damages Act ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=65,2014
5678,"[147, 149, 341, 427]"," FIR No.- 183/2010, PS- Geeta Colony, Delhi,
Ms. Surabhi Sharma, MM Karkardooma Court, Delhi ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=65,2014
5679,"[153A, 153B, 295, 505]"," Sec.125 R.P. Act (RPA125),  FIR No.66/2009,
Dated-25/04/2009,
PS-Bhav Nagar City,
C-Division, 1st, Gujarat Section 153 AB. 295,Cr.
Case No.7303/2009
,Date of Cog.-16/02/2012 by the Court of 5th Additional Chief Judicial Magistrate ,Bhavnagar
,Date(s) on which the charge(s) was/were framed-25.03.2013 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=67,2014
5680,"[147, 148, 149, 186, 188, 332, 353]"," FIR No. 386/1999,P.S. Parliament Street, New Delhi, Shri Akash Jain M.M. Patiala House Court New Dlehi Dt 19.04.2001
I Have filed W.P.(Crl.) No. 1850/2013 in the Hon'ble High Court of Delhi praying inter alia for quashing of F.I.R. No. 386/1999
P.S. Parliament Street the Director of Prosecution, Delhi has filed an application U/S 321 Cr.P.C. for withdrawal of the prosecution in view of the permission so granted by Lt. Governor of Delhi in terms of letter dated 9/07/2008, however, the said application was erroneously turned down by the Ld. Magistrate vide letter dated 26.07.2008
. The next date of hearing in the Hon'ble High Court of Delhi is 14.07.2014 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=69,2014
5681,"[143, 147, 447, 149]"," 134,159 INDIAN RAILWAY ACT, JFCM Court Qllpalam, C.C. 233/2001, Date. 15.6.2001 ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1941,2004
5682,"[143, 147, 283, 188, 341, 149]"," PDPP ACT, JFCM III Court, Palakkad, C.P.2/2004 date. 1.2.2004 ", 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1941,2004
5683,"[143, 147, 283, 188, 341, 149.]"," JFCM III Court, Palakkad, C.C. 835/2002 date. 19.5.2002 ", 3,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1941,2004
5684,"[147, 323, 504]"," Case No.-45/09,A.C.J.M.Pancham,Muradabad,Thana-Nagphani,District-Muradabad,State-Uttar Pradesh ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8039,2009
5685,"[406, 419, 420]"," Kishanganj P.S.Case No.03/09,Police Station-Kishanganj,District-Kishanganj,State-Bihar,,Chief Judicial Magistrate,Kishanganj,Cognizance Date-02.01.09 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4906,2009
5686,"[419, 420, 467, 120B, 468, 471]", Case no. 45/86 Police Station Araria The Court CJM Araria Date 21.03.98 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4907,2009
5687,"[144, 188]", Case no.19/82 Violation Of Prohibitory Order u/s 144 Cr.Pc. The Court ACJM Araria Date 02.05.83 Police Station Araria  , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4907,2009
5688,"[309, 34]", Case no.133/82 Police Station Araria The Court ACJM Araira Date 15.09.82 , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4907,2009
5689,[500], Case no.83C/87 Police Station Araria The Court ACJM Araria Date 23.05.87 , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4907,2009
5690,"[147, 447, 323, 328, 327, 384, 109, 347, 379, 120B, 34]"," Case no.700c/98 Police Station Kishanganj Causing Extortion Theft And Grievous Hurt By Administering Dangerous Drugs By Framing Unlawful Assembly Date 23.02.99, The Court CJM Kishangaj ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4907,2009
5691,"[147, 341]"," Case No 19/2012, New Rajendra Nagar Raipur Chhattisgarh ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4136,2014
5692,"[385, 34, 171(F)]"," CASE NO.11/2005 POLICE STATION BAISI GR NO,195/2005 DATE 05.07.2005 THE COURT CJM PURNEA IF ANY AGAINST ABOVE ORDER TAKING COGNIZANCE  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4909,2009
5693,"[419, 467, 470, 471, 468, 420]"," CASE NO.318/97, GR.NO. 1576/97 POLICE STATION K.HAT  THE COURT CJM PURNEA  DATE 03.12.2002 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4909,2009
5694,[420]," 138 N.I.ACT. CASE NO,07/2006 GR.NO. 170/2006 THE COURT CJM PURNEA POLICE STATION BAISI DATE 12.12.2006 FOR REVISION ETC IF ANY FILED AGAINST ABOVE ORDER TAKING COGNIZANCE CRIMINAL REVISION NO,224/2007 HAS BEEN FILED AGAINST THE ORDER OF COGNIZANCE AND CR. REVISION IS PENDING IN THE COURT OF LEARNED F.T.C. I PURNEA  ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4909,2009
5695,"[143, 341, 342, 504]"," Sec. 3/6 UP, Provinces Spl. Power Act 1932, Case No.4332/2012, Dt.12-9-2013, Additional Chief Judicial Magistrate, Ghazipur ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9588,2014
5696,"[294, 506(B)]", Case no 6673/06 CJM Katni 4.05.2009  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3240,2009
5697,[188], Case no 6674/06 CJM Katni  100Rs Fine Conviction Date 29.08.2007 , 1,Convict,http://myneta.info/ls2009/candidate.php?candidate_id=3240,2009
5698,[302]," 25 ARMS ACT, Police Station Masori, Dist. Gaziabad, State U.P., Court District Sessions Judge, Gaziabad ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=7737,2009
5699,"[302, 201]"," Case No. C-5/2000, 3/4 GANGSTER ACT. P.S. Shyam Derva, Date 26.08.2008 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1000,2009
5700,"[120(B), 302]"," FIR No. 398/86, Case No.9426c/06, Special Judicial Magistrate, Guwahati, Assam, Date of Cognizance 28.11.2006 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2993,2009
5701,"[405, 406, 420, 463, 465, 468, 471, 120B]"," PCR No.2/11, numbered as Spl .CC.15/2012. Filed by Sirajin Basha, V/s Sri B.S. Yeddyurappa, & Ors., Section 13(1)(d) 13(1) (e) of prevention of corruption Act (PCA), punishable under section 13(2) of the P.C.Act., U/s 3&4 R/w Section 9 of the Karnataka Land Restriction on Transfer Act 1991 of the 204(b) of the Cr.P.C, WP 25915/2011, Filed Challenging the order of sanction issued by the governor ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=399,2014
