,IPC_sections,Other,serial_no,type,url,year_election
5462,"[419, 420, 424]",  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8055,2009
5463,"[420, 467, 468, 471, 506]",  , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8055,2009
5464,[188],  , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8055,2009
5465,"[147, 323, 504, 506]",  , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8055,2009
5466,"[341, 323, 504]"," CJM Madhepur Case No. 286/99, Dated 10.07.2002, Proceeding Have Been Stayed by Hon'ble Patna High Court Vide Order Dated 4.08.2004 in C.R. Revision No. 922/02 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4961,2009
5467,[], Balidih P.S. 46/09 G.R. Case no. 511/09 Bokaro Jharkhand  3 Of  Prevention Of Defecement Of Property Act 1987 Sri Sunil Dutt Dwidy J.M. 1st Class Bokaro 10.07.2009  Sri Niraj Kumar J.M. 1st Class Bokaro Charge  frame on 27.08.12 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5468,"[147, 148, 149, 353, 283, 504, 506]", Chas P.S. no. 103/07 G.R. NO. 902/07 Bokaro Jharkhand  Sri Sunil Dutt Dwidy J.M. 1st Class Bokaro 15.01.2009  Sri Niraj Kumar J.M. 1st Class Bokaro Charge  frame on 19.06.13 , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5469,"[143, 341, 336]", Chas (M) P.S. 62/08 G.R. 781/08 Bokaro Jharkhand S.D.J.M. Bokaro 19.07.2009  Sri Niraj Kumar J.M. 1st Class Bokaro Charge  frame on 25.06.10 , 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5470,[188], Chas P.s. 190/0 G.R. 1353/09 Bokaro Jharkhand  126 R.P.Act & 29 Bihar Loudspeekar Act  J.M 1st Class Bokaro 15.01.2010 Sri Arjun Saw J.M..1st Class Bokaro Charge  frame on 19.11.11 , 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5471,"[196, 417, 468, 469, 474, 114]", Case no 60/99 Dhanbad Jharkhand sri Pradeep Chawdre J.M.1st Class  13.07.99 Sri Y.K.Singh J.M.1st Class Dhanbad Charge  frame on  19.12.12 , 5,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5472,[171(F)], Smt Raj Shree Aparna Kujur J.M.1st Class Bokaro GR.1570/10 Cog Taken On 13.01.2011  C.J.M.Bokaro  , 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5473,"[173, 147]", A.C.J.M. Bokaro G.R. 1003/09 cog Taken On 12.05.2009   C.J.M. Bokaro  3(A) I.OS Act Professional ADM  , 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5474,"[147, 148, 419, 447, 323, 353]", A.C.J.M. Bokaro G.R. 524/07 Cog Taken On 16.12.2008  3(ADS) Act  , 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5475,"[147, 148, 323, 325, 307, 308, 259, 352, 323, 379, 188, 427]", District judge 1st Dhanbad ST. Case no 375/05 Cog Taken On 28.02.98  , 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5476,[], 3 of PDPP ACT  Shri Kumar Pawan J.M. 1st Class G.R. 2434/99 Cog Taken 31.08.99 CJM Dhanbad   , 5,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5477,[]," 3 of PDPP ACT, Sri Kumar Pawan J.M. 1st Class G.R. 2365/99  C.J.M. Dhanbad Cog. Taken On 31.08.99 ", 6,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5478,"[147, 149, 341, 353, 307]", District Judge IX Dhanbad S.T. NO. 256/10 C.J.M. Dhanbad  Cog Taken On 20.11.06  , 7,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5479,"[147, 148, 149, 341, 342, 427, 337, 333, 332, 307, 353, 323]", District Judge VIII Dhanbad S.T. 121/08 C.J.M. Dhanbad  Cog. Taken On 09.10.2001  , 8,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5480,"[143, 171(F), 188]"," 126 R.P. Act, P.S.NO 41/14 ", 9,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5481,"[143, 353, 120B, 188]", Chirkunda P.S. Case no 62/13  , 10,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4157,2014
5482,"[147, 148, 149, 323, 324, 325, 452, 353, 341, 337, 389, 307, 511]"," Case No. 77/91, GR Case No. 1678/91, ST No.138/07, District Judge, Dhanbad 3rd Class, Date 22/07/1995 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4154,2014
5483,[], Satara Court U/S 74(3)(H) MVAT ACT 2002 , 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3670,2014
5484,[]," Mumbai Court U/S 138, 141 RW SEC 142 Of Negotiable Instrument Act ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3670,2014
5485,"[143, 188, 171F, 332, 353, 504, 506, 427]"," 192,196,181,207 M.V.Act, 151CR.P.C.         IN CASE FIR NO. 880/2007 P.S. KOTWALI (SADAR), DIST DEVERIA, UP, C.J.M. DEVERIA U.P ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6527,2009
5486,[188]," FIR NO. 100/2006 P.S. PARLIAMENT STREET, NEW DELHI, M.M. PATIALA HOUSE COURTS, NEW DELHI ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6527,2009
5487,"[171(H), 511]"," Judicial First Class Megistrate, Asifahad, CC. no. 167/2009, 20/05/2009 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=6460,2014
5488,"[143, 145, 188, 283, 353, 149, 447, 147]"," Case No. 983/23, Puthenkurish,
Ernakulam,
Kerala ,
Judicial First Class Magistrate Court ,Kolanjeri,
High Court Of Kerala , Ernakulam ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=1925,2014
5489,[]," CC.No. 992/12
 ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=1925,2014
5490,[], CC.No. 1032/12 , 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=1925,2014
5491,[]," N I ACT 138,GHEE KANTA COURT NO. 32,2009, ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=4561,2014
5492,[]," BHADRA COURT NO.38,CIVIL C.NO.54/09
 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4561,2014
5493,"[147, 148, 149, 506, 427, 435, 332, 353]"," 3& 8 of the PUBLIC PROPERTY ACT, Case No. RC-9(5)2005/CBI/SCB-I, Dt. 12.11.2008, Special Jude CBI at Ambala ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6497,2009
5494,[]," SHO Kallakurichi (Cr. no 818/2001) Section 151, CrPC (Criminal Penal Code) ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3362,2004
5495,"[147, 148, 506(ii)]"," SHO THIRUKOVILUR (CR.NO.617/2001),  and Sec.7(1)(a) CLA ACT ", 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3362,2004
5496,"[143, 188, 341]"," SHO KALLAKURICHI (CR.NO.188/2003),Sec.7(1)(a) CLA ACT ", 3,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3362,2004
5497,[], SHO Kallakurichi (Cr. no 711/2003) Section 151 CrPC , 4,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3362,2004
5498,[], SHO Sankarapuram (Cr. no 188/2003) Section 151 CrPC , 5,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3362,2004
5499,"[406, 120B]"," Case No. 123/11 Date 05.12.2013, Chief Metropolian Magistrate Saket Court New Delhi  ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5785,2014
5500,"[406, 419]"," Case No. 659/11, Barambaki CJM Court Date 14.12.2011 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5785,2014
5501,"[147, 148, 149, 344, 341, 188, 283, 353, 504]"," Islampur P.S. Case No.60/2002, Police Station-Islampur, District-Nalanda, State-Bihar, C.J.M.Hilsa, Cognizance Date-30.03.2002 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6493,2009
5502,"[188, 143]"," Islampur P.S. Case No.19/99, Police Station-Islampur, District-Nalanda, State-Bihar, SDJM Hilsa ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6493,2009
5503,[406]," Case No.214/2006, P.S.Patna City, Dist.Patna, Court Additional Chief Judicial Magistrate, Patna City, Cognizance Date-13/2/2007 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=869,2009
5504,[]," 24(1), 27 of SEBI Act, For Voilation of Directions and Non Filing of W.R.R. ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=869,2009
5505,[]," 	 24(1), 27 of SEBI Act, For Voilation of Directions and Non Filing of W.R.R. ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=869,2009
5506,[]," Section 3 of the Bihar Prevention of Defacement of Property Act, 1985 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=869,2009
5507,"[109, 147, 148, 149, 186, 332, 333, 353, 307, 436, 294]"," 3/4 Public Property Loss Prevention Act. FIR NO-66/12,Police Station Jaithari Dist-Anuppur M.P
Court Additional Chief Judicial Magistrate of the first,Date:29.06.2012 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3035,2014
5508,"[147, 323, 504, 506, 341, 447]"," Case No.-917/12 Police Station Daurala,Dist Meerut UP ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3035,2014
5509,"[188, 153(A), 353, 435]"," 7 Criminal Law Amendment Act. Case No-178/13 Police Station Sikheda Dist Mujaffarnagar UP.
Crimnal Law Under Act 7.
The date on which the charges were fabricated:06.09.2013 ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3035,2014
5510,"[332, 323, 504]"," Case no.1448/99 cr.no.3686/2000 ,Gov vs Bhola Pandey Congizance by  Chief Judicial Magistrate court Balia ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1696,2009
5511,"[353, 452, 147]", Case no.1449/99 3363/2000 p.s.Kotwali Balia Gov vs Bhola Pandey Congizance by Chief Judicial Magistrate court Balia , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1696,2009
5512,[384],  CASE NO.28/1996 cr.no.429/82 Gov vs Bhola Pandey P.S.Kotwali  cognizance by Chief Judicial Magistrate court  Balia   , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1696,2009
5513,"[302, 34]"," CASE NO.GR-43(A)95,COURT OF ADDITIONAL DEPUTY COMMISSIONER,EAST KHASI HILLS DISTRICT AND COURT OF THE ADDITIONAL JUDGE,DISTRICT COUNCIL COURT,KHASI HILLS,AUTONMOUS DISTRICT COUNCIL AT SHILLONG,DATE OF ORDER-08.02.1995 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2028,2009
5514,"[457, 380, 109, 149]", J.M.I.C.C 468/2012 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5584,2014
5515,[], J.M.I.C.C 469/2012 , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5584,2014
5516,[], J.M.I.C.C 657/2011 , 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5584,2014
5517,"[406, 408, 409, 420]"," ACJM Case No. 20/2011, PS. Dumri, Dist. Giridih, Dated-03/12/2012,
20.12.2013 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=2821,2014
5518,"[147, 148, 149, 307, 336, 332, 353, 135]"," Cr.no.07.05, Bombay Police Act.Akola Session Court  8.01.C.C.NO798/05 85/05 28.06.05  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=752,2009
5519,"[509, 506]"," FIR No.376 DATED. 07.07.2006 OF OSHIWARA POLICE STATION, ANDHERI, WEST MUMBAI, MAHARASHTRA  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5374,2009
5520,"[500, 501]", Case No(a)750/1996 Court Ld. Joint Civil Judge & J.M.F.C. 1st Court Ulhasanagar Thane Dt 17.08.1996 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5375,2009
5521,"[500, 501]", Case No 6920/1999 Court Chief Judicial Magistrate First Class Court At Thane Dt 06.12.2001 , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5375,2009
5522,"[500, 501]"," Case No 16/S/2001, Learned Metropolitan Magistrate'S 26th Court At Borivali Mumbali Dt. 08.05.2001 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5375,2009
5523,"[500, 501]", Case No 7/SS/2004 Court Learned Metropolitan Magistrate'S 26th Court At Borivali Mumbali Dt 03.01.2004 , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5375,2009
5524,"[500, 501]", Case No 802/SS/05 (old No:-194/SS/04).Court Learned Metropolitan Magistrate'S 26th Court At Borivali Mumbali Dt. 09.06.2004 , 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5375,2009
5525,"[302, 201, 34]",  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1517,2004
5526,"[295(A), 298]",  , 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=1517,2004
5527,[]," Judicial Magistrate First Class, Silchar, C.R No 303/2010 Summon Issued On 8/11/2010, Provision of Section 15 Of The Environment(Protection) Act, 1986 &  Municipal Solid Waste (Management & Handling) Rules 2000, Criminal Revision Petition was filed against the said order vide Cri. Rivison No 155 Of 2013 Wich is now Pending in the Court Of Addl. Session Judge (FTC) Silchar ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2255,2014
5528,"[336, 427, 506]"," The Court of Chief Judicial Magistrate Cachar, Silchar, G.R. No. 2629/03, Date of order 04/01/2011, Fine of Rs. 200 (two hundred) only, So does not arise ", 1,Convict,http://myneta.info/ls2014/candidate.php?candidate_id=2259,2014
5529,"[IPC 143, 323, 504, 506]"," R/W 34,CC.No.1558/08-JMFC 2nd Division 2.7.08 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4627,2009
5530,[]," 60,59/64 Avkari Aviniyam ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3953,2004
5531,"[307, 149, 353, 341, 337, 325]"," 27 arms act, 5 Explosive Act.
 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2007,2009
5532,[], 133 R.P Act , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2007,2009
5533,"[304, 149, 307, 332]",  , 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2007,2009
5534,"[304, 149, 307, 332]", 4 explosive Act. , 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2007,2009
5535,"[341, 147]"," Case No. 84/09, J.M.F.C. Kanker ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=2787,2014
5536,[171(G)]," 133 of R.P. Act, Fatuha P.S. Case No. 241 of 2005, S.D.J.M Patna City, Dt. 15-06-2007 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2001,2009
5537,"[147, 149, 186, 353, 323, 427, 506]"," Sec. 3 of P.D.P.P. Act, S.D.J.M. ,Jalpaiguri, G.R. No. 1640/1996,Date 6-11-97 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1781,2014
5538,"[448, 324, 34]"," Crime No. 284/04, C.C. No. 1116/06, Police Station Saroor Nagar District Ranga Reddy State Andhra Pradesh, Ranga Reddy Court IIMM ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1070,2009
5539,"[147, 148, 324, 353, 149]"," Crime No. 141/2004, C.C. No 742/05, J.F.C.M. Mahabubnagar, II Town Police Station, Mahabubnagar Proper and District Andhra Pradesh ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1070,2009
5540,"[353, 448, 34]"," Crime No. 245/05, C.C. No 325/08, J.F.C.M. Shadnagar, P.S. Shadnagar, Mahabubnagar District, Andhra Pradesh. ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1070,2009
5541,[]," 107 Cr.P.C. Act, Crime No. 32/2008, Alampur P.S, Mahabubnagar District Andhra Pradesh. ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1070,2009
5542,"[498A, 323, 504, 506, 34]"," CASE NO.0401812 R.C.C., P.S. HAVELI DIST. PUNE, STATE MAHARASHTRA, JUDICIAL MAGISTRATE FIRST CLASS, COURT NO.7, PUNE AT PUNE, COGNIZANCE DT. 14-03-2007 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1979,2009
5543,[216A]," UP Crime No. 45/2001 Thana Muzaffar Nagar, ACJM II Muzaffarpur, Case No. 694/01 Case No. 30901/07, Prepared Dated. 12.11.2002 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=9066,2014
5544,"[147, 323, 504, 506]"," ACJM CN1 Mujaffar Nagr UP. Case N. 631/9/2012, 21.03.2012 Case Crime No. 74A/2011 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9066,2014
5545,"[186, 323, 353, 448, 506, 34]"," Cr. No.24/08, Kararatti Police Station, Court: JFMC ,Amini Androth ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5546,"[143, 147, 136, 353, 332, 149, 278]"," Cr. No.22/11 Kararatti Police Station, Court: JFMC ,Amini Androth ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5547,"[143, 147, 341, 323, 427, 149]"," Cr.No.4/11,Kararatti Police Station, Court: JFMC ,Amini Androth ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5548,[]," Cr. No.07/12 Kalpeni Poice Staion, Court: JFMC ,Amini Androth ", 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5549,[]," Cr. No.3/11 Kararatti Police Station, Court: JFMC ,Amini Androth ", 5,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5550,"[143, 341, 323, 506, 149]", Case No.08/12 , 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5551,"[448, 353, 186, 506, 34]", Case No.24/13 , 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=582,2014
5552,"[323, 324, 325]"," P.S. Vaharia, Court ACJ (J.D.) Allahabad  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3922,2009
5553,"[356, 411]"," Case No. 787/04,  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3924,2009
5554,"[392, 411]"," Case No. 8349/01, Civil Line P.S., J.M. Allahabad ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3924,2009
5555,"[392, 411]"," Case No. 8350/01, Civil Line P.S., J.M. Allahabad ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3924,2009
5556,"[379, 411]"," Case No. 8406/01, Civil Line P.S., J.M. Allahabad ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3924,2009
5557,"[392, 411]"," case No. 1970/01, P.S. Suzi ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3924,2009
5558,"[354, 394]"," Case No. 139/07, P.S. Karaili ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3924,2009
5559,"[147, 186, 188]"," FIR No.110/14, 24.02.2014, Vidhan Sabha Thana Raipur
,JMFC Smt Neeru Singh,Released from bail on 25.02.14 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5415,2014
5560,"[147, 336, 332, 352, 427, 504, 506]"," 7 CLA Act, Case No.196/06, P.S.Kotwali Akbarpur, Court C.J.M., Ambedkar Nagar,U.P. ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8021,2014
5561,"[147, 341, 342, 336, 283, 253, 160]"," 7 CLA Act, Case No.07/07, P.S.Kotwali Akbarpur, Court C.J.M., Ambedkar Nagar,U.P. ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8021,2014
5562,"[325, 504, 506]"," Case No.272/10, P.S.Kotwali Kesarbagh, Lucknow, U.P., Court 1st A.C.J.M., Lucknow, U.P. ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8021,2014
5563,"[147, 148, 149, 392, 504, 506B]"," PRIVATE CASE NO.:- 563/2004 AT METRO MEGISTRATE COURT NO.:-3, AHMEDABAD. STAY GIVEN BY GUJARAT HIGH COURT DATED 26-02-2009, CASE IS PENDING. 

 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2536,2009
5564,[304]," Case No 189/2013, District Court Chandrapur ,Fir No 2337/30,  ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=762,2014
5565,"[420, 467, 468, 471]"," Case No. 309/05, P.S. Highway ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=7141,2009
5566,"[420, 467, 468, 471]"," Case No. 53/2005, P.S. Highway
 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=7141,2009
5567,"[294, 323]"," JMI, pondicherry
198/2010
Case that scolded and pushed;
30.12.2010 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5576,2014
5568,"[204, 405, 406, 463, 465, 468, 471, 423, 120(B)]"," FIR No. 63/2011 dated 8.12.2011, Karnataka Lokayukta Police Station, Bangalore City Division. 13(1)(d)(e) Of PC Act 1988, The Forest (conservation) Act 1980, 104 & 104(c) Of Karnataka Forest Act 1963, Mines & Minerals(Devp.& Regulation) Act 1957, XXII Addl. City Civil And Special Judge For Prevention Of Corruption Act, Bangalore ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=361,2014
5569,"[143, 286, 186]"," GR 1/04 Court J.M.F.C Bhawanipatana SDJM Bhawanipatana Dt 11.10.2004, Being Member Of An Unlawful Assembly Causing Danger Obstruction Or Injury In Any Public Way Or Line Or Navigation And Obstructing Public Function ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=814,2014
5570,"[143, 147, 448, 427, 149]", Case no 59/09sec 2 A & B of KPDC Act 18.04.2009 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2038,2009
5571,"[147, 149, 186, 353, 323, 427, 506]"," r/w 3 PDPP Act
GR Case no 1640/96 Case No. 376/96 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6022,2009
5572,"[143, 341, 323, 435, 465, 147, 325, 379, 336]"," FIR No. 135/04 PS. Sadar Sikar, Court ACJM Sikar, Dt. 28-04-09 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6190,2009
5573,[]," FIR No. 179/04, PS. Kotwali Sikar, Dt. 10-7-09 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6190,2009
5574,[]," FIR No. 399/02, PS. Kotwali Sikar, Dt. 09-06-09 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6190,2009
5575,[]," FIR No. 400/01, PS. Kotwali Sikar, Dt. 12-05-09 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6190,2009
5576,"[147, 148, 149, 326, 307]", Case No. 1569/90 Dt. 16.2.95 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6108,2009
5577,"[147, 148, 149, 353, 323, 324, 325, 337, 307, 435, 427, 379, 109]", Case No. 1230/94 Dt. 31.5.96 , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6108,2009
5578,"[147, 148, 149, 186, 353, 332, 427, 324, 307]"," Case No. 786/93, Dt. 16.1.96 ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6108,2009
5579,[]," 25(a)/27/35 Arms Act & 4/5 Explosive Sabstance Act, Case No. 222/03 Dt. 31.5.04 ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6108,2009
5580,"[144, 379]"," Case No. 1783/85, dt. 12.3.86 ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=6108,2009
5581,"[147, 148, 341, 336, 294, 506, 149]", GR Case No. 280/07 P.S. Jajpur Dist Jaipur State Orissa Court SDJM Court Jaipur  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2294,2009
5582,"[171, 188]"," S.T.C.No.484/05, ,Judicial Magistrate, Class-1 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3748,2009
5583,"[143, 145, 322, 336, 504, 506]"," CASE NO. 1948/2008, PS. GOSAIGANJ DIST. LUCKNOW, DATE 2.05.2009 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5567,2009
5584,"[147, 436, 427]"," 7 CRIMINAL ACT., Case No. 4/99, P.S. Lukhnow  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5585,"[376, 307, 323, 504, 506]"," Case No. 186/01, P.S. Lukhnow ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5586,"[147, 752, 384, 323, 504, 427, 437]"," Case No. 109/01, P.S. Lukhnow ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5587,"[323, 504, 506, 427]"," 3(1)SC/ST ACT., Case No. 153/01, P.S. Lukhnow ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5588,"[147, 148, 149, 452, 323, 504]"," SC/ST ACT., Case No. 232/01, P.S. Lukhnow ", 5,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5589,"[147, 148, 452, 506]"," Case No. 293/2001, P.S. Kasarbagh ", 6,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5590,[364]," SC/ST ACT., Case No. 379/2007, P.S. Alroali , Dt. 15.04.20009 ", 7,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5591,"[147, 148, 307, 323, 353, 341, 435, 427]"," Case No. 181/99, F.T.C/A.S.J.III Hardoi, Dt. 08.04.2009 ", 8,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5592,[]," 2/3 UP GANGSTER ACT. Case No. 500/07, Date 01.05.2009 ", 9,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=5566,2009
5593,"[143, 341, 283]"," Case No. 405/01, FIR No. 118/01, Police Station Popalkhut,Judicial Magistrate,Ghatol, Cognizance Date. 03.07.2003 ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3136,2004
5594,[283]," Case No. 451/2000, FIR No. 182/2000, Polic Station Kalijra,Judicial Magistrate,Bagidora,Cognizance Date-28/8/2000 ", 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=3136,2004
5595,[]," 553/13, 03.11.2013, kaniyakumari police station, 4 of Tamilnadu prohibiting of open places disfigurement act, JM-1, nagercoil 553/2013, 28.01.2014
 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7034,2014
